crID	flank	n_reads	raw_sites	sites	sv_sites	lowq	pairs_decided	n_groups	grouped_frac	sizes	secs	assigned_trio_frac	acc_asg	split_err_asg	join_err_asg	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	error	_labels
221	5000	21	132	133	20	0	0.995	2	1.0	11,10	0.6	1.0	1.0	0.0	0.0	2	1.0	20	11	11	1.0	0.0	0.0	1.0	0.0	0.0		{"06e77dc0-a8e7-4edb-b3cf-bfb52e136e37": 1, "0ed51265-3a1f-4060-815d-3ca1cbd11e85": 0, "172f9b9d-178e-4fc1-a109-0a298a528d9a": 0, "18df17c5-38b2-4a8d-9555-cb472b204c7f": 0, "1c06a38d-7928-4378-bec8-9af7d3062af7": 0, "1d62bdc6-2cf5-4903-9d92-6de4b5677e43": 1, "469e2363-3df9-4d0c-9a2e-66c1a6dccc0e": 0, "5bd4482e-16c3-49e7-8aa5-a87681ef77be": 0, "60980113-8f0f-41d7-ab8a-aa00b1d89707": 1, "6475cd5c-ccd1-45ce-8345-3f8fc3ef2f1e": 0, "672f3d70-c897-48de-ba25-4f2af491e4b1": 0, "690cf668-f338-4824-a210-df5ba1d9a197": 0, "7e87bb17-c0fa-4be9-821e-e92eba4b6464": 1, "848bc3bd-6791-4c88-a2d6-925100d9f73c": 1, "997aabae-a87d-4e7a-96d3-7c61d06ce10c": 1, "c2cc92ed-688a-4320-912d-c81b959c660c": 1, "d3ab93f0-2bef-41a8-b13a-73976ad62f82": 0, "d4db8e64-84fc-4b68-a624-ae4a3d732bf8": 1, "d5ed7d83-9ef9-4fda-8822-5180d5ab4c09": 1, "da0263c0-7eb1-433e-ba30-62f6ab9079a4": 0, "e0645c27-27a8-454d-86b4-477ac829c60a": 1}
222	5000	19	180	187	18	0	1.0	2	1.0	12,7	1.5	1.0	1.0	0.0	0.0	2	1.0	19	12	7	1.0	0.0	0.0	1.0	0.0	0.0		{"138e37b9-748c-4a02-a416-966abd98f35a": 1, "1c71c639-3e04-4461-a2e5-6041b6fbcb20": 0, "38a7629b-d68d-4258-b426-52c03bc00449": 0, "3a662035-3a63-4729-9035-a6875e7a7cd8": 0, "4b411683-9620-4195-96ac-f729c611d02e": 0, "54f0df84-3ffb-4eab-bcac-e2f04f40fcda": 1, "718d22b1-23f5-4e7c-87df-1d7729d7a1b8": 0, "7777f9e8-cbcc-48c6-8078-b845a40ca551": 0, "890503c3-183d-49b4-aba1-f05889a3e929": 1, "91b1a4a0-2f1e-4a9b-9f7a-971e47ad0777": 0, "9aed4c4e-d97e-409f-958e-bfa340d0253e": 1, "c02c8a14-c42b-422a-b4f9-80eafa725d25": 0, "c38a306e-dee5-49c4-8aa7-c50327af6b6e": 1, "cb1d07ad-8d26-47af-bfac-fb8fabf68169": 0, "e4679143-9886-4571-8325-794f8ec1ec67": 0, "e5929d4b-6f77-4694-b82b-1c313cbfc487": 1, "eeb58c99-846e-41ab-bf11-8cf5c39999e4": 0, "f3f42249-7ae3-4952-a896-af87171eb9fb": 0, "f5ed8bbc-2bc8-4d93-9a2f-415a085fb029": 1}
224	5000	23	831	832	48	0	0.949	2	1.0	12,11	1.1	1.0	1.0	0.0	0.0	2	1.0	21	12	11	1.0	0.0	0.0	1.0	0.0	0.0		{"292964ac-49e7-48f2-899f-c603fb7819f1": 1, "2cbbab43-ca23-4c09-91ba-76b954596e19": 0, "3de22985-2ee9-4340-9e82-11146375ccef": 0, "4bf75fa5-f82f-49f2-8910-27a272a47f9d": 0, "4d037bef-3bd8-43e1-80b7-6a2d1d533666": 1, "575718ae-0600-4877-aba8-f997c306df2a": 1, "58e52aec-5164-4913-b482-81e8586a096e": 1, "68f85a58-f8d8-4850-bfd7-5f225ffe1473": 1, "70c42f18-bde0-4116-858b-ad06c0a88921": 1, "71a15f2b-1291-4289-972f-7f5ed78ba001": 1, "76d5741c-e7ca-422e-94ae-d142117cd546": 0, "7db0b4b8-cd58-4ea8-a786-14e228acb4d4": 0, "839ca35a-ecb4-46a0-ba6e-fb79a8347fc2": 1, "8b28097c-64ea-4f4b-a5c0-9a53f694151f": 0, "948e715c-761a-4804-a047-ab30b69e5e54": 0, "9c80a6d3-c555-44d4-a908-d2ff10a4115d": 0, "9e034ea9-302b-42af-a5b0-a513a84852b1": 1, "a656512e-afb6-4d38-9487-9b72bb09517c": 0, "b5b12f6b-b9a4-4c36-8d3a-bcaf13d7da77": 1, "ca0130ca-49ae-4cee-b60a-1ec1ab09ab41": 0, "cf543b88-2083-4f9a-91f0-1454855f2b1b": 0, "ed53adee-5f7e-41c9-820f-e53e7bcd50fa": 0, "f56ea4fa-eacc-4333-a5fb-325b190d010e": 1}
233	5000	33	1773	1818	75	0	0.987	2	1.0	19,14	1.3	1.0	1.0	0.0	0.0	2	0.561	33	22	15	1.0	0.0	0.0	0.78	0.229	0.211		{"0d60283d-676f-4e2c-91e6-b8dc8237efff": 1, "12a41a3b-554b-4511-bc3f-66adfb4df8c0": 0, "1f7bf432-479c-4a3f-975a-73801d156ee1": 0, "251742c3-c58e-4659-92c3-3d13677153bf": 0, "264e4c5a-e9ab-4b83-a628-5411717c3da9": 0, "2aebac47-c5b7-4c7a-83f0-f665ad188000": 0, "2b0337a5-2eb2-48cc-8cdc-a17abeeb4c7e": 1, "2eda3685-0541-47a0-9e04-5da4e3e64265": 0, "3038ea95-5d3b-49ea-b72e-8174eafa6b23": 1, "3694c42a-8b59-4534-b1a8-93882d4c0857": 0, "439cab74-44bf-41d9-9188-5f83f33f24d4": 1, "4a3edbbf-dbe5-4bda-b089-39887dca80e2": 1, "4d9cb233-30fc-4493-aea1-ceb4c2600d78": 1, "5f6d3755-c566-4b3a-a59a-9052aa015f37": 0, "65faa1b8-239b-4d65-9dc4-a9467d742293": 0, "73c7d1c3-2430-40d4-9e0a-767703d0ba7d": 1, "73d3b564-d357-4ef5-8346-2d776bffb505": 1, "79a31797-e35c-4e5f-ad4f-6d1244f409c0": 0, "80f86405-1cfc-45fb-94f4-862f3001d28e": 1, "99b3ea71-e97c-48e8-ab86-78bd1de451b9": 0, "b530ca57-97ee-47da-9a74-a460f7ad21c0": 0, "ba6e6942-8864-4735-912d-e939e5da04d5": 0, "bb61169c-0518-471a-b0c0-31de63870900": 0, "c96b2a45-907c-40e9-ae41-f4097081dd8f": 1, "cd4cd4dc-4ad2-4097-a4dc-100847517277": 0, "cecb29bf-7867-4a47-b057-760aad3de0c0": 1, "d932f998-e6ac-4251-b802-3a1b1ee34859": 1, "db5fd7e2-6c47-49e4-b7ce-bda462e9a731": 1, "dd778dc9-c65d-4bb1-997c-999b851bada8": 1, "e24161ba-c1c9-4d0c-8c74-0d6efd903cb7": 0, "e33d15d8-36d2-4e6a-a426-51eb88f97056": 0, "f398f520-9507-4e9a-9bbd-ecb030e952d8": 0, "f3c5812b-1c2f-40f6-87a4-3cd5b9f507fb": 0}
241	5000	31	230	204	28	0	0.989	2	1.0	19,12	1.4	1.0	1.0	0.0	0.0	2	0.094	23	13	11	1.0	0.0	0.0	0.526	0.264	0.667		{"0125c780-b7d9-4f53-9785-f12de84ff001": 1, "062b539c-5551-4ff2-82b6-e6d8cce2ddd7": 1, "0890d3fb-6a01-4290-8f21-8d932c97f4b3": 1, "0bdd1870-b7c5-45ed-88aa-985e2de4c275": 0, "12e2fac4-c713-44bf-80f6-85a76b923818": 1, "162a5a7d-d36f-4ec2-be0e-99097db7ca04": 0, "30f2a4ad-d152-4c5a-a97b-1ee75760d021": 1, "3ae9b06d-611a-4249-8a27-a64ebec18146": 0, "4158e5fd-b1bd-4a47-b050-d0b2d9671057": 0, "57c93bb0-648d-4b4c-b9ed-59f09d78d591": 0, "60c82a35-6d6c-4cdd-9cd7-26929bf6b770": 0, "699f442e-110b-4231-b56d-24938859db09": 0, "6ca5d452-99e8-488f-bf3e-7831eb284b71": 1, "7555a74a-e0ad-460a-90b4-e3021eb28c2a": 0, "8130aa56-bac5-4a4d-a4c4-0dead80b5f44": 1, "84b8cabb-eae7-49fd-b25b-e57b7f2dd368": 0, "a1f4f313-f037-4ab1-8c81-ddcedc00d8fc": 1, "a54408ce-4cd7-462a-9038-c9c63d7ccc1c": 0, "a666975c-07b3-4f7b-b240-25e1960b2920": 1, "b2476243-70a6-4b05-ada9-c243f095bee0": 1, "c2e1aaa0-7199-4618-b4ff-e525780d2ea2": 0, "c4514c78-061a-424d-80ff-64053873f3b0": 0, "c6cc3f4b-6276-449f-ada3-b29548efca5f": 0, "cc8cc4d2-4516-452e-95f5-294c1191ffe0": 0, "d1ad710a-d355-4f4e-94c5-2805245b202f": 0, "de60050d-4922-4f3b-9cb7-310a9030179b": 0, "e0d339d5-8af1-4c58-b668-080c7b20a85c": 0, "e23f9523-5bac-482c-986f-7a045b93c3d0": 0, "ebfcda4d-7573-4c74-b524-cb29113360f3": 1, "f563a6e3-80b5-4056-b69b-676c2de8b434": 0, "f5b68380-9615-4cec-82d0-2cb875202450": 1}
247	5000	17	97	71	0	0	1.0	2	1.0	10,7	0.6	1.0	1.0	0.0	0.0	1	0.0	15	10	6	1.0	0.0	0.0	0.486	0.0	1.0		{"0125d91d-066a-4c3e-af4c-5f1450322566": 0, "160c6810-d50c-4d91-88dd-764596a28f57": 0, "4b7f0473-317e-45b0-8251-e2afefd7bd5f": 1, "58310cf1-12a5-4aad-8812-af272a6358a0": 1, "5a388be8-f638-4289-bd82-c06bd2be11d8": 0, "5e754440-9d10-48db-850d-5aa6f7024758": 0, "7976115e-a5b9-40cd-bca5-4b6c4104dce2": 1, "818ad71b-3904-4554-a3d0-f06d1fd11728": 0, "82f533ee-01a7-4381-a476-9e26268e3c0b": 0, "8ed421be-4589-46b1-b795-3bb3e45208b5": 1, "964d3f82-e91f-4320-a565-6bf13a9d125f": 1, "a3f29655-7b2f-43b6-a653-78a21837aebb": 0, "b2c9d7c9-19f8-46b2-ac3a-c7573d8748d4": 0, "b5624627-777a-4aaa-84a1-7005eb9432d7": 0, "df20a05a-b78e-4a8d-9417-3bd3f614ff4a": 0, "e60ec83d-a0f1-4533-bb3f-f2b394947f49": 1, "ea71df0b-a665-4093-80fa-3b2e805e5492": 1}
257	5000	26	211	211	22	0	0.96	2	1.0	15,11	2.0	1.0	1.0	0.0	0.0	2	-0.036	17	5	14	1.0	0.0	0.0	0.559	0.372	0.595		{"0a1c32bc-3cd4-430b-bd8d-302259687ecc": 1, "0dd41b8c-a654-41a5-be06-72c5d16b1153": 1, "2bef5803-1e93-4e77-9eeb-85a41f01f15f": 0, "2f104aa7-22ac-40d5-ac9f-9e118acf4626": 0, "32192a55-158b-4582-a48b-33a0fac72597": 0, "3c9f5c08-01af-41de-bbec-e8945bfbd72c": 0, "3f3c09e4-1226-479f-8ed1-3b02c6db0eee": 0, "458bc3ab-3266-47e2-9518-e21a420c7b73": 0, "48eb3065-46b1-4766-a039-c80b7af9b337": 1, "4afe8df2-7792-422b-853f-79d5681a5549": 0, "4fe09897-ec14-47e5-8c21-3206410850ce": 0, "5bfe7e84-42c1-49a0-8fb4-30cb7a32dfdc": 1, "5f3713d7-d707-4912-bf74-b933e1c2d310": 0, "6fdd3a4f-2492-49f7-bc92-417a02b2b8f3": 0, "77c96934-02b7-48f6-a4b2-dfbc66e00b69": 1, "800fd204-39cb-4bd7-bdae-c29cef4ab8ef": 0, "84f78690-1891-4f4b-acb4-32e74f62637b": 1, "866bea35-70ab-40dc-bfd2-253f65329e68": 1, "8d380b6b-f6ad-4833-ba67-089b8e5abad5": 0, "9d9b28b7-648b-46ab-8bf8-8558616e91fc": 0, "be7eac69-6823-460b-963e-fd85c95ff48f": 0, "c20032a5-3198-4c0e-871c-ef532f958935": 1, "e18e7883-30d4-46a8-8568-2326d5f0e286": 1, "e9a0944d-a10e-42a0-8a8f-aaa36ca75345": 1, "f2821f74-d6d9-4af5-8eb5-f693a9b1797f": 0, "f9d21e06-2714-41c9-a4ff-18980acea296": 1}
264	5000	24	12	7	7	0	0.236	1	0.5	12,1,1,1,1,1,1,1,1,1,1,1,1	0.9	0.333	1.0	0.0	nan	1	0.0	6	4	2	0.6	0.857	0.0	0.467	0.0	1.0		{"0b93f04d-918c-4bc8-855c-6a60edaeb782": -1, "0ed6860b-b4ae-4487-8118-f9ef34aa8b2a": -1, "343a7e05-3064-4bd5-aff3-e4bebf5b5134": -1, "384614b9-6ee6-4a8a-895e-48d0a3117750": 0, "43e19c84-5e35-4eb9-b137-f6a4a18b60e6": 0, "4b7b60cf-1738-4418-bfce-86045ea4efa4": 0, "5b6cc608-cbdb-42b1-a236-2ecdf9faad0f": 0, "63b233ea-e9a6-427a-9274-fa8fed64c4e4": 0, "75bca7b5-4ed3-4ae7-b9fc-9d3bff8ce7b8": 0, "764d1cd0-5013-4f89-9753-4ac3b757ac47": -1, "81249a8c-35e3-420b-b895-8036eb6af283": 0, "83ea530e-859b-49b2-87a1-cc10f8561174": -1, "967cd519-96f1-4b8a-9e49-58f688f17692": 0, "a4e1fa17-02e4-4e9a-82eb-40006bc2a670": 0, "af40cd8b-2c92-49f8-a148-e64d79f9dd26": -1, "b0612623-5c5d-4d46-a585-feb996a0c9e8": -1, "bcb993a7-4cde-4b12-8bb3-6d34c5e128be": -1, "bce4efc4-9ca0-4870-b276-2d3dd656b40d": 0, "cb4b2ccb-4993-4637-b922-c456c741233d": 0, "d513b6d8-6132-4930-a270-7b4a4d68aa09": -1, "d7bfda99-ca69-46e9-8753-17dc13f9597a": 0, "f3a296ec-b392-490a-8d33-40f61411a841": -1, "f3cc702b-1326-4914-99fe-c6ce641b6c83": -1, "fb107a78-7913-4b51-ab2c-af435c2924a8": -1}
267	5000	10	44	26	0	0	0.733	0	0.0	1,1,1,1,1,1,1,1,1,1	0.3	0.0	nan	nan	nan	1	0.0	1	2	0	nan	nan	nan	nan	nan	nan		{"2e093ca5-3aa6-49dc-acb8-64c7b4c92062": -1, "4c93a12c-9e92-426e-bcfd-af0219c9cca2": -1, "6c4e5f55-908e-422e-bada-1e830a907cea": -1, "7b9db956-ae0d-4458-9b19-356998c3fa8a": -1, "87070eb7-9b62-421f-8163-5f1c601d493b": -1, "992c8583-c791-4bc6-9dd2-8b358a963ab3": -1, "b92dc2c6-b10d-47c1-a320-67d772115af0": -1, "da96eaf5-9487-46c8-9e66-0f99e23c7a2d": -1, "e4ee7756-2c4f-47ce-8e83-231a535c9bda": -1, "ec848a20-3fbc-4607-bbc5-e726231ee8ae": -1}
272	5000	24	40	29	5	0	0.732	2	0.958	12,11,1	1.0	1.0	1.0	0.0	0.0	2	0.76	20	8	13	1.0	0.0	0.0	0.9	0.117	0.083		{"0bdcdd10-1a7d-4b72-8f34-8356bab9cbee": 0, "14b16005-4a81-49c3-b821-d72f43c7a511": 0, "19d2ab18-16de-4096-a49b-e5f7d31a98f3": 1, "50aa627a-02d2-4135-aca1-aeb1ccea5938": 1, "773c204a-73e3-4349-af0a-60e79a34c3a6": 1, "79d0492b-9d00-4f62-acae-2c7c91e49ab3": 0, "8d2faeec-7bae-4d27-9969-927a3644bba2": 0, "8e692b2b-0a5d-4eee-a650-4be9dc632888": 1, "a4e765af-f4f5-4ed6-a520-5fc733b1a9bc": 0, "aaa317f4-d917-406c-8691-c28ae7c32fad": 0, "ac05c7cf-d2e6-47b1-8ffa-c3cab8ec8ab8": 1, "acd55a61-4ac8-485d-82db-241f6ea282e7": 0, "aee80348-dceb-4fe1-b2a0-0558862613e7": 0, "af3b5e58-c114-4051-bd2e-bf0001d7e3da": 1, "c12acf1e-d877-442f-8480-8bc723307676": 1, "c62c712f-517e-417d-980a-cad727a0e981": 1, "c8226f4b-090b-47d7-b50f-ee540b9fbbb7": 0, "dcef6db1-0dd0-44b1-9db5-3e6e6ad29a0f": 1, "dd35e745-a362-4983-9284-02518461cf6c": -1, "e5a7961d-99a0-4d17-bcdf-407d2851e2fe": 1, "e6471942-920b-4a72-b713-be5b5dea2759": 0, "fcfc0a9d-0101-4f28-8e88-0a5483872f6e": 0, "fd04a56c-3fb6-44af-b86f-d5c643b050c2": 0, "fd693517-c3c6-4b03-89fd-57178d89970a": 1}
275	5000	22	201	159	23	0	0.97	2	1.0	11,11	0.8	1.0	1.0	0.0	0.0	2	0.818	22	11	11	1.0	0.0	0.0	0.909	0.091	0.091		{"070fe830-95ec-4ca6-bd0f-b8fe209f1aee": 0, "07d3f2b8-e6f0-4798-8206-ed66fc4f74bb": 0, "1467260f-2c8b-4364-a741-54392067b452": 1, "1fadebd4-6c63-497a-99f0-1160286f5d2a": 1, "24daa677-d68b-4faa-8d28-29290d045e78": 1, "25e86132-b3cc-4be8-8a5a-7815da18aeb2": 0, "402a1131-a1e3-4224-acc8-12612287445a": 1, "49670c21-d3ba-495c-8212-891b5863f00b": 0, "4a06b853-e33a-4e74-b283-315c80cd9e8e": 0, "4c9c0ecb-8bbd-453c-9bcd-4137954c4531": 1, "4dafdee9-22b6-4725-8e9d-b3064aa34a7d": 1, "645f533c-8e7c-4903-a958-01b6b318ad3e": 1, "8205e281-42c4-458d-94ca-966c3ec0dff7": 0, "82c2f582-dd13-45bb-b171-ce313e32f908": 0, "8dbf9bdf-15b3-4130-806f-9930c148f51d": 0, "9a1a58d7-a524-49bd-ae35-a8701efa59c0": 0, "a199d7f3-daa2-46bd-a434-1a4bc7cc250e": 0, "ad93a99d-e6c8-46f5-8722-107d21afc9cc": 1, "adf5069e-9441-46a3-92df-e52cf1c34648": 0, "b993cc40-16a7-4053-a1ec-a94772ea2d09": 1, "bc5aa6d1-0429-4109-b510-ea9d643a912b": 1, "cd44f62d-c3ad-4a49-b78e-cbcc285ebdb6": 1}
276	5000	24	244	248	21	0	0.989	2	1.0	15,9	0.8	1.0	1.0	0.0	0.0	2	1.0	24	15	9	1.0	0.0	0.0	1.0	0.0	0.0		{"070fe830-95ec-4ca6-bd0f-b8fe209f1aee": 1, "1af6a455-69b7-4424-9b08-1cdae036f356": 0, "25e86132-b3cc-4be8-8a5a-7815da18aeb2": 1, "2bb1fe57-9457-4c84-97c6-8f7c8bfa573d": 0, "307934fc-aba3-4040-814e-18ea9ec27069": 1, "3255cdca-bf2f-4c00-bd97-cad79cc9b19d": 0, "402a1131-a1e3-4224-acc8-12612287445a": 0, "4dafdee9-22b6-4725-8e9d-b3064aa34a7d": 0, "58253bdd-aaa0-4000-b284-cf7540307e8d": 0, "59e56e10-dbe3-4289-980e-bdf80457a5d0": 0, "84ed8c04-c016-486a-8a23-59430e74bbf8": 0, "9022bda7-54d7-4fd4-9c6a-1490349919bb": 1, "90d3284e-e504-4512-9426-52f9156c0eed": 0, "a2b34ed6-12dc-4ba4-b7d6-d3bf84be179e": 1, "adf5069e-9441-46a3-92df-e52cf1c34648": 1, "b2c5ddb4-c41b-4fa2-ad9b-315e2cb2159a": 0, "b8f87814-e39c-4254-b4c1-332e67eb5947": 1, "b993cc40-16a7-4053-a1ec-a94772ea2d09": 0, "bc7426d6-a568-4d55-a61b-7adc1bcf1f3a": 1, "c5cc8bba-cc05-41fb-9550-520f89efc59e": 0, "cfbd6b38-8756-48ba-8a36-f41ac672f922": 1, "dd656c5b-f81d-4276-961c-409e8c5d277e": 0, "e3635fee-01c5-4bce-a6aa-b3ae63fe34db": 0, "f6720e21-698d-4bb8-9340-aa9491052626": 0}
299	5000	26	439	416	46	0	0.951	2	1.0	14,12	1.1	1.0	1.0	0.0	0.0	2	1.0	25	11	15	1.0	0.0	0.0	1.0	0.0	0.0		{"084f6df6-b7f2-415b-b30f-6b5674f118c8": 0, "0b41c634-b60f-46dc-a493-0e0513acbc26": 0, "182b08ea-21e7-48d1-b65c-921850a8eb5f": 0, "37f2f92c-62a1-47a1-bbe5-c8bd9f93538b": 1, "3bf73c25-ef20-4321-9b8f-ce90a2674e54": 0, "416f22f6-1247-4c9a-b2b1-b9e52b5db82c": 0, "4bc5f7ca-1896-47af-8405-642cf36a7edd": 1, "5063de0b-80ca-4950-9d5f-9d52989620a5": 0, "581e5a03-613f-4198-980f-fe94f2e541ba": 1, "619a3ea8-0a2d-4190-9fbb-0d57461db8e8": 1, "6223febd-88b9-42a4-8b26-d2ad0f29b097": 0, "710efe3d-30b6-4676-bc76-ded8a93fe73e": 0, "711b5c34-87b4-4e31-a78c-9a61c4b6d05d": 0, "748e402d-52ec-4640-8757-ec83d0002872": 1, "766cef18-8d08-4a35-b034-8b20af41ff42": 0, "77411019-e671-4c8e-b747-0ae18742864b": 0, "8753d3d1-5ef3-4392-b9e8-f12d17f04449": 1, "8fab4364-e997-4a25-9ed0-bc3ed737726f": 0, "98debd8b-9961-4f9a-960f-0525079242b9": 1, "9e57e7dc-bf28-41ab-9bce-646b0cb61b10": 0, "aeb08142-fcc6-475a-9325-1aa2897a8537": 1, "b5aa2963-4809-4d13-a643-22e295613477": 1, "c53f982a-64ee-4a74-8a43-706599822def": 0, "d0918881-6ee7-4de9-bc3c-5d6a23eb6e68": 1, "d1f90f8a-356f-4629-86bf-bbbdeb622c60": 1, "e1b64ba8-48c0-4b50-89da-fbf61f942255": 1}
321	5000	25	101	27	0	0	0.107	1	0.24	6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0.9	0.333	nan	nan	nan	2	0.019	3	3	0	0.0	1.0	nan	1.0	0.0	nan		{"082b0411-7e87-4d4c-bbc5-ce9263910050": 0, "0bb5c269-4522-402e-b4fb-e41a42c1529d": -1, "16e75203-a82f-4e44-bb7c-f2b1b96ee3c0": 0, "1828a5a2-2649-45ba-a188-92c6be95b748": -1, "1d631960-1fa7-4ffa-9302-b0d238aa7a82": -1, "3bd75277-1fa1-415a-955f-6e51f5270646": 0, "3d961054-8d7b-4f65-9f13-580fdd27b64f": -1, "568a267a-ad1a-47aa-83fc-b185f227c0ff": -1, "5b426097-0480-4772-9110-580dcddf5573": 0, "653f5dff-544c-4ef4-ae84-94727df5c929": -1, "71abc136-2d99-40e8-ad61-fefce491457b": 0, "769599b5-ee6d-4776-a7f2-a2832b49d61c": -1, "77ce4b37-41d3-4c53-a826-4970c001ceb7": -1, "857cf2a2-4b41-4941-a7f5-187be49e3999": -1, "8e32bed4-9808-4eb1-8237-5cc58da2ffa3": -1, "9895b567-449d-4caa-a0cc-873f81f52cdf": -1, "9c2b85b6-0620-4405-879c-c2d9a43b7d33": -1, "aaf67c65-207f-44e6-96bb-5ceb1bcaca75": -1, "b78c0b59-6e6e-474f-b5dd-796fd6f2e934": -1, "b9f161b0-b5a8-4757-ba9a-f2da2ba0e6b2": 0, "db3735b0-cf01-496a-81b2-62239b11d096": -1, "e4ef03b7-4a5c-4f74-a759-99743408aa44": -1, "ecc8157d-d17c-4e02-9720-bef97d8e0b2c": -1, "f6ed3c70-8f04-4fa7-a190-d80f0b39cc3d": -1, "fc1a06e9-669d-4cd1-976a-4d42ad3ffaa5": -1}
324	5000	23	135	39	0	0	0.636	2	0.783	13,5,1,1,1,1,1	0.9	nan	nan	nan	nan	1	0.0	0	0	0	nan	nan	nan	nan	nan	nan		{"16f5c15e-a8e6-4399-a4fa-281386a6459a": 0, "2f298c40-c9c0-4a08-a4a0-05f9b2604823": 1, "3547f69a-3a2f-47cc-a097-cbea3f8927c1": 0, "388da53e-aa49-46ce-99c8-ca56ea23f629": 0, "3bc96dc6-5f9a-4467-9fa5-34c2e7c5d382": -1, "4332a441-7cf0-4f2a-98e8-b5e7beb81b0d": 0, "44ec7840-82d1-4463-8fd3-cc47a1a57913": -1, "56179603-264c-4e21-8192-d4f4440696e8": -1, "7329176f-7a98-4391-bd70-0d34a1ef6c83": 1, "762fb375-77b2-4251-86a0-8d492b031632": 0, "85046bf7-bb94-40e5-a55c-4a70f27d7ac2": -1, "898e3dc6-1b43-443f-8d6b-53f5370c29bf": 0, "97ac5ca7-b634-4bb6-b5fd-85d9355f0af9": 0, "9890d6b0-ae5b-4417-9a87-a2028c302144": 0, "b03db599-9a88-4032-a855-26c80bafe2c2": 1, "b283352c-00e0-4c19-8cde-39e30510452c": 0, "b4a15318-9345-4168-95d4-565bd689c372": 0, "bdfc393b-99bc-4170-8035-0408b7ab9349": 1, "de667442-625f-4a24-9020-9137c025ba85": 0, "df48cb83-ca6e-41f1-b161-efec10425c8c": -1, "ec31a6fd-5e52-4938-98da-003adeeb4b65": 1, "ed1151aa-b581-4551-a59a-e53a73448065": 0, "f8d95d09-0965-46b8-85d6-f87e96711d60": 0}
326	5000	23	96	94	18	0	0.98	2	0.957	14,8,1	0.7	1.0	1.0	0.0	0.0	2	0.937	20	8	15	1.0	0.0	0.0	1.0	0.0	0.0		{"1890a65f-d68a-41cd-9796-21c9f3dea74e": 0, "28cf1115-6b1f-4614-83d7-56f980cf4046": 0, "371140f0-6d7e-4fb8-8298-0d58ddaf2c8c": 1, "3f810129-c464-4d36-ba4c-f421ca8082e2": 0, "422254c3-760d-423c-bab5-06c418318d89": 1, "5e9afb7d-5b24-4ff2-8e46-6d853e370816": 1, "6810b183-a6da-47c1-ad4a-10333f3a2189": 0, "798c95de-c3c5-40cd-99a5-0fab1a00b512": 0, "7db9c4f9-6e18-43f7-bc24-3b2e8952fbef": -1, "7e0a5979-e350-458b-bd48-dfd88e298a7c": 0, "9beae7b7-7dfc-466e-8935-6c767ccab097": 0, "9bf609c4-16c8-4900-a59c-424a618a9909": 0, "9e902dd0-5688-4419-8195-53ac15abbb47": 0, "a6956a02-a906-473f-b8cc-09c7b6e784e2": 0, "b1e01da6-b0cb-4a76-9d7c-fbe35120ffbf": 0, "c0172f60-a28e-4432-a978-dfe3e1296103": 1, "c35f3601-7fae-493a-a0ca-4389599e3ce2": 0, "cc6e5a55-a175-4095-a582-f40d66233dca": 1, "d6ac9ca8-a3ac-4e06-a022-bce9bbccc25b": 0, "de17b543-0923-4537-bbf7-937b8a3e2135": 1, "ea1eed82-f522-4c6e-9b8f-0e0d0d2b44ab": 1, "ed4ffe00-5ab5-4fe3-bb10-6634f6170a07": 0, "f8808dcb-74a4-45dd-8856-a9ded45ce21b": 1}
328	5000	22	384	373	62	0	0.987	2	1.0	14,8	4.9	1.0	1.0	0.0	0.0	2	0.818	22	8	15	1.0	0.0	0.0	0.909	0.059	0.125		{"07c6b3e4-14a2-4cb9-87d3-b936548543d8": 0, "10e0aa2f-7ef3-4423-a12f-d7cee29cc473": 1, "25370efa-f14f-4cda-8b78-4e861407990d": 0, "278baf66-2147-4fca-be2e-5b820d203e9d": 0, "28787791-ca7a-4e02-928f-b6081022e6d5": 0, "31823b44-faba-4383-a87e-04ce09ceaf81": 1, "32c69858-52d4-486c-98a2-db794e91a343": 0, "3a6bf74a-630f-49a2-8eee-ceb0e77eeea6": 0, "4419ec82-6c38-4062-9c36-41964a3a8cfb": 0, "475c0429-6695-46fe-8bf6-1bdbaa2f9049": 1, "4a3e5234-0f5d-4b4b-91d3-eb4359ccd7fa": 0, "4a765dd4-66f9-4d81-9599-67b069f5bd57": 1, "4fd202c0-bc80-44a0-8f12-efd202c840dd": 0, "5d12cbdf-3fe4-4eb3-86b2-f798e5ad4d82": 0, "6d3a5f80-21c1-4c9b-9d46-5d8598fa8459": 1, "831c89cf-5a71-4182-9db2-d44aeb656aa9": 1, "8f11a8c2-67f6-43d1-929b-00eb5bffed94": 1, "aba65228-b2b1-483a-a407-254fdac92491": 0, "b9075a52-af7d-4534-902e-46c1cecd011a": 1, "c8fee715-91a0-41a2-bfbe-3f3e41d61f2b": 0, "cc55b08c-d426-470a-87e6-8d8fc21c9815": 0, "d24eeafb-cf47-446c-b1b7-f7cc95c30a66": 0}
