crID	flank	n_reads	raw_sites	sites	sv_sites	lowq	pairs_decided	n_groups	grouped_frac	sizes	secs	assigned_trio_frac	acc_asg	split_err_asg	join_err_asg	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	error	_labels
1378	5000	19	202	194	29	0	0.982	2	1.0	11,8	0.9	1.0	1.0	0.0	0.0	2	1.0	18	8	11	1.0	0.0	0.0	1.0	0.0	0.0		{"042924da-3d89-4994-8663-f9d2fbdeeab5": 0, "3a0b1009-b86d-4435-9b2a-78e3122c5f6b": 1, "619c284b-fbc5-4c3c-96b8-f939e79bb20b": 0, "75276360-09a8-4a87-9c66-26ae1d481b13": 0, "91c80271-2fe5-48bc-abb9-6db724376e05": 0, "b131626c-0522-442f-8789-43d4f24f0332": 1, "b1fa49a7-2f9f-4d1c-a5bc-f5cbf68bb698": 0, "ba80b7f0-c284-47ba-9479-c536cb36ad4e": 0, "c977881d-2e6e-44a5-b744-b6569d7ac1e6": 1, "ca3497a8-4813-4067-a068-6b4a188daf81": 1, "cd1f2ca0-5d6b-4b29-9b73-8bc60463b94f": 0, "cd27b0e7-0589-4825-84c5-399bef201ac4": 0, "d37d8a89-bfe1-4108-8f6c-8c805c746a3c": 1, "d6cfdef8-c206-49cb-8a26-c9fd9017aa87": 0, "de84931f-df08-4215-8046-367e6047d3fe": 1, "e3a1bbc0-eada-4c86-b7f3-ed5c47b68f10": 1, "f56ae191-fb40-4a2c-bb5a-d77d23152ac3": 0, "f76e15ae-b731-4ac4-a989-d58c83fadc11": 0, "fe3836c8-2ff6-44ca-89e4-c57eaa336394": 1}
1380	5000	30	71	33	17	0	0.584	2	0.933	14,14,1,1	1.5	1.0	1.0	0.0	0.0	1	0.0	7	5	3	1.0	0.0	0.0	0.429	0.0	1.0		{"0534b3a4-bbbf-4ce8-9197-0dbdcd3cdfdc": 0, "12d31e8f-2367-407e-8f08-e20ff907a2b2": 0, "1576e165-84a6-4007-b7fa-ae9620b2c7e3": 1, "16b588c0-bfe7-41cd-8334-3ec9dbcdb008": 1, "1b99a613-83a5-42e6-a3fd-9962fe901c10": 1, "24a93369-b94a-4c66-bff1-62b6d1925e06": -1, "31df6e16-45d4-4b05-9327-10e835842dde": 1, "3eea5480-2be1-495c-bd07-11211ef7f188": 0, "46d5d9c3-bcc0-4eef-80bd-78a38398c9b1": 0, "595b5a68-a6c6-4125-ac3c-ba0b7f32d9ed": 1, "5be6253d-2766-4e79-b75d-05c0a5dcb3eb": 1, "611e67f0-5cc0-4ebc-a2b6-fd469984fd3c": 0, "70cafcb0-fc8f-4c0d-a8e0-f5c80bc24be5": 1, "71285c43-46e2-45a0-9c4c-f9f2b1dab924": 0, "77f2b05c-7e4e-45b3-85c4-bd07e8310c6e": -1, "787ddc61-c11a-455c-85f6-bab2f9c1faa8": 1, "80898fc4-f9ca-443f-9fc9-6894a28b37a3": 0, "80f116ce-1a8b-4689-8672-ca291bf5550b": 0, "86c4c281-7abc-4570-ba05-260fd5b0b431": 0, "9cc959f7-c530-4c6e-ab45-018ad62bb110": 0, "a45bb1c0-3c56-44f3-a7ed-e4d795aaeaa0": 1, "acaf0241-ec30-4fa8-b553-4b8e353e87d8": 0, "b0cc1750-2383-4a71-8aa4-14c72e778f63": 0, "bbe01145-ee1b-440b-a7e4-43e8e1404ab4": 1, "ce3736b7-82ce-48ce-b3aa-7afccd3197f3": 0, "d7bf2dca-0ac1-4cf4-85d8-7d19ff9f0747": 1, "e03e350b-f9e4-4789-a9bd-dcf888d2f667": 0, "e39e1efb-975a-454d-9bf5-88d2c8afe91e": 1, "f4fbd2a6-fa2d-4cc8-9cc5-f141170b5a89": 1, "f80c367c-e292-4369-abc3-7dd1941239b3": 1}
1381	5000	27	265	293	44	0	0.972	2	0.963	15,11,1	1.4	1.0	1.0	0.0	0.0	2	0.937	19	11	12	1.0	0.0	0.0	1.0	0.0	0.0		{"0f4007b9-47c2-413a-b35e-c3b0fd61fb08": 1, "1a2a2c07-b5e0-4a94-bf2b-300d88dfbb58": 0, "23c02c3e-9da1-42a5-b5a2-a0f5692f6bf7": 1, "2f508e34-2706-4c2f-946a-9c5c32612cdc": 1, "5525cdb1-1e46-4dfc-9c10-952ccbce65af": 0, "5d27ff2b-29a9-483a-9b22-5c4b11c348a8": 1, "6fa9b61d-12c2-4b22-b197-052c7cdbcbeb": 0, "74ac5179-4fcc-472b-8bca-aa6a1408a77b": 0, "7d126627-bb6b-4c97-8145-094d3af22b7e": 0, "851f2cb8-eee3-4287-9cac-8a0ec50d7c12": 1, "85dd3b57-fe3f-4db5-8696-8f1798a9f5a4": 1, "8d5ec570-380e-4d91-a8f7-552608c778ae": 0, "93694300-a4ed-4e33-9225-dac952500514": 1, "a0e19379-ead1-4f42-9ea5-ba41abb6649b": 0, "addd0a84-c1e8-4a33-b282-0381ad12f093": 0, "bea60b0d-5906-47e4-adef-2b9dfbf93d49": 0, "bf9cf498-a3f0-45cc-8738-f87b01f4e14e": 0, "bfcb3ed5-7e74-40fe-902b-6d98f2eed72e": 0, "c3021dc4-5513-4692-9255-34f1bffd6b00": 1, "ce53356d-08b9-4fdc-8046-cb071b1904b4": -1, "dca299bc-c234-4b79-bb38-6c5c371060a2": 1, "de5de3d0-562a-456e-a036-4957eb1e1738": 1, "e0ab4d9f-c9e3-4273-b461-95f5cc1b1bdf": 0, "e0c8f123-b3de-42df-85c9-ff5ecdca3953": 0, "e5174920-e04a-4658-9140-e26789b9e401": 0, "e56ad133-efbe-4cb2-881d-42a1b5f5033c": 1, "eb02e2cb-58f3-447e-8540-1a3448ca4f43": 0}
1382	5000	22	225	238	20	0	0.996	2	1.0	14,8	0.8	nan	nan	nan	nan	2	1.0	0	0	0	nan	nan	nan	nan	nan	nan		{"08fc0d97-1c01-4f21-b3b3-5759ade7f1a3": 1, "1d45292c-6d06-4ebd-bf8f-761c7a3af584": 0, "28c84fa6-46c8-47d4-be95-05274e4999ac": 0, "3541b615-d524-4deb-9d0b-69d1aa1e678c": 0, "377c133a-202a-40d4-916f-7295e43fb493": 1, "4a5a8ac6-1a8e-479a-bc42-8efdfefdbd27": 1, "5525cdb1-1e46-4dfc-9c10-952ccbce65af": 0, "579a1f3b-740c-4233-a84d-0983e82d61df": 1, "58f9b6cc-e4b5-475e-bcb1-fd0ed7a4e029": 0, "5bceed6f-2166-4155-9d22-569931fb4490": 0, "6afd9504-c0ee-4889-b2fc-6c455f9675f7": 1, "6fa9b61d-12c2-4b22-b197-052c7cdbcbeb": 0, "73f179bf-c560-427a-88e5-a844ef4cb881": 1, "74ac5179-4fcc-472b-8bca-aa6a1408a77b": 0, "74b54ab4-9ff2-424c-adc9-fc8f35b2e1d3": 1, "7ff4150e-08a1-43e6-9bc4-baee577e1533": 0, "b52ac06e-0162-4152-b06a-035add07801c": 0, "bfcb3ed5-7e74-40fe-902b-6d98f2eed72e": 0, "c3021dc4-5513-4692-9255-34f1bffd6b00": 1, "e0c7debe-7e67-4221-a7ce-ca3ecfcd7406": 0, "e5174920-e04a-4658-9140-e26789b9e401": 0, "eb02e2cb-58f3-447e-8540-1a3448ca4f43": 0}
1386	5000	22	94	52	0	0	0.961	2	1.0	12,10	0.9	1.0	1.0	0.0	0.0	1	0.0	20	13	8	1.0	0.0	0.0	0.495	0.0	1.0		{"090b6c83-4d48-4164-b033-9db1e8aa0d3c": 0, "0f4c28a5-a638-4c9c-be61-6af8631e20b0": 0, "23eca44d-0637-4683-ac1c-abdd9dcc5eb4": 1, "28b482f2-94c3-41ee-b0c3-5bb1ba7bfc4b": 0, "2ced37bc-fcbc-4e72-81c8-0df828164f64": 0, "3cefa1e7-f53f-476a-b5a1-a77e2e7fcbbc": 0, "59967ec2-5d2e-4a31-8e89-404122970269": 1, "5cbf2da5-9679-48dc-90d2-90b72bbdbf4e": 0, "6768822e-f83c-4c7e-a575-b4955d8adfd0": 0, "76b13118-60ea-4e2a-b3a9-a6d5dbde259d": 1, "79b8c37c-44d3-4673-88df-a08b90214069": 1, "7a676a67-30c6-49c6-a3ab-6141315ebaf8": 0, "8223f85f-94a5-424b-9ae4-4fa10ef5d094": 1, "97fa9392-0494-42af-858e-289eee8af518": 0, "a193e550-0235-40b5-a147-868827bb7b20": 1, "b7228e61-86ba-481c-ae12-bcca1658af8f": 1, "b736e723-3fc5-46dd-9df2-20193a5576b7": 0, "df19c367-5d2b-435f-8624-283bedcbfefa": 1, "e3d89fbf-42ec-47e4-96d9-909a45654a37": 1, "f07f446a-8ece-48f4-a234-9ad839ac9b1b": 1, "f0a43c3e-317c-4f22-9cee-bcfb412bc461": 0, "fa9525ba-a25c-49f2-893d-56372a1e6c9c": 0}
1388	5000	19	20	13	13	0	0.626	1	0.947	18,1	0.6	nan	nan	nan	nan	2	0.12	0	0	0	nan	nan	nan	nan	nan	nan		{"1494a2f0-c80c-453b-9e1a-994f4454410e": 0, "2ddd8088-e606-4ec4-b8f8-3da7cde2edd6": 0, "3209ca77-5a23-40df-b924-a7b62367e10a": -1, "41493ce2-f1b3-492c-9e17-c6a29f942d15": 0, "49778d06-ebf8-4774-9bfd-73b89a9bd201": 0, "628bb03e-8b53-4d15-82aa-c3515977829c": 0, "62b7fe00-5b72-43ba-8807-40b4ee1732b6": 0, "65e35969-fb9d-4bfc-9445-808e571c7d57": 0, "85b329df-3be6-470c-8eeb-260d74065111": 0, "871a8222-0118-4d97-a31a-620a0ef7177f": 0, "91b64262-64f2-4ec0-a4ae-995816415d33": 0, "99d36fb2-081a-47d9-9e18-614049147a33": 0, "a93b10fc-3a0c-4749-8539-345fc7f9c4b6": 0, "b23f33b6-82ef-485f-be1a-865c381932ed": 0, "b53b8fdf-ff1c-4a26-9a90-0a3018f12f07": 0, "b71c5210-4d3d-4983-87de-9d31846c108d": 0, "d6205f26-e5b0-40a0-b193-d4cc8628c4df": 0, "e94e4b86-8d24-4e36-9062-aacf9bcfdca9": 0, "f48b86b7-b6e8-4e26-b2db-7bdf15f58afb": 0}
1405	5000	15	19	21	12	0	0.981	2	1.0	11,4	0.8	1.0	0.833	0.129	0.2	2	1.0	12	7	6	0.833	0.129	0.2	0.833	0.129	0.2		{"1487670e-03d3-4d85-a5b9-6f1bfd0a0671": 0, "2346b05c-9286-4b7d-b7e3-231d767ec67c": 0, "29f747ba-e5f9-4c7c-8657-9590d586636c": 0, "394eb1a2-dc4c-4d59-8139-7153f9f6499f": 0, "49c5ad1c-3a97-4e9a-8aca-9fb7706339f3": 0, "7afe866a-931b-46e4-bcfe-d08b26b06830": 1, "7b15879f-5df7-4fed-ba8b-386171a437e8": 1, "94dbf6fe-b1b8-45a6-a050-1ecb02d19980": 0, "a2b42057-8225-48b4-ab40-5ee962df6804": 0, "a71a13b0-ea83-4dc7-8f8d-d5d27d5e6a36": 0, "b272df9b-dc39-4dc4-8b43-67233623a5ec": 1, "c6d918e6-4e5d-4634-a3ce-fad5e8e3d007": 1, "eb906f01-fff5-4569-ac91-a2ea0ecf4465": 0, "edaac35f-5582-4bf0-be99-634605487053": 0, "fd5b6fa6-2ceb-4201-995e-02538b11af83": 0}
1407	5000	16	136	134	24	0	0.958	2	1.0	8,8	0.7	1.0	1.0	0.0	0.0	2	1.0	14	8	8	1.0	0.0	0.0	1.0	0.0	0.0		{"02aed819-a92d-429c-a978-52b7e697eb3f": 0, "03d9f973-039f-4a29-ba80-88f002b40eed": 0, "07953fa0-45e8-4044-bab3-950af294943b": 0, "297f7a8b-0008-4357-87c1-3c4c5be2b2f6": 1, "29f747ba-e5f9-4c7c-8657-9590d586636c": 0, "347cc4a4-99e7-4240-91fc-bcbc3c4c1cbe": 1, "3ab7e896-13f5-4a1c-8b41-38a828dc7831": 0, "49c5ad1c-3a97-4e9a-8aca-9fb7706339f3": 0, "6457e68a-407b-4593-9f19-3e1aacda0cae": 0, "739dc804-4c57-44a5-8d26-54143b1a38da": 1, "78a37236-5541-4f5a-b747-d701506cfa09": 1, "80d82a58-f3e2-4e86-bdf8-8520558c4bd5": 0, "81732920-4338-427e-8659-4c1a9827cebd": 1, "954f7fc8-8b53-49c5-9cfc-e043d89a22cc": 1, "b2b578b5-2b99-4789-94ab-9f6c45dc9b7e": 1, "c6d918e6-4e5d-4634-a3ce-fad5e8e3d007": 1}
1409	5000	23	7	20	20	0	0.826	1	0.826	19,1,1,1,1	0.9	0.778	0.429	0.0	1.0	1	0.0	9	3	6	0.417	0.5	0.667	0.5	0.0	1.0		{"08c374c7-fa38-454d-a63c-0361c24b2994": 0, "0f2cca52-bc83-4130-926c-fb97c7bd2f1b": -1, "0fefebd6-370d-493a-80f1-43db88e47cf5": 0, "11a40347-ef21-41ec-be18-e4ef2e01df0f": 0, "1f68f48e-b255-4b49-9040-a74039bcad07": 0, "3112115c-7f03-458f-a1fd-8bdd83a7e59e": 0, "4f42f768-3bd2-4ecb-bc99-46fca928b783": 0, "5dd5a799-a2b5-48b3-8e28-3588f9f6cdfd": 0, "62091a4b-7f54-4c57-9d85-a91b12ac4efe": 0, "6a249dce-a30d-4743-8ae7-de5403bf757c": -1, "815c0b8c-ab06-4a49-bf92-6fd1511e4f6f": -1, "8343be14-c521-415b-b8d6-e07dfa33fb42": 0, "89402179-efeb-46d3-8638-a118765e0820": 0, "9f7bbe27-d836-4a70-b91e-67e680d2e116": 0, "a4ffda6e-d234-4a75-b07b-067a2b3329ba": 0, "a6d1cea9-e2ed-4672-b1ff-4f5f69cad2c0": -1, "c35070dd-42fe-4961-b39c-0c0e51f3ac03": 0, "c4707dc3-18b7-4476-b5bf-242aa5ceb2e8": 0, "c5dcba3a-1df5-425d-9377-052f80521923": 0, "cf5cfb0e-c4fe-4919-8c7e-203319b86e11": 0, "dea18e34-53ad-4ebb-82f1-504f07c3f2a3": 0, "ede6621d-fb72-46c2-8260-a45ce1bb35e5": 0, "fa142f05-d068-4225-bbb0-548ebf9c569e": 0}
1423	5000	14	24	4	0	0	0.22	1	0.571	8,1,1,1,1,1,1	0.3	0.8	1.0	0.0	nan	1	0.0	5	1	4	1.0	0.0	0.0	0.6	0.0	1.0		{"1aeb219b-f4a2-417a-b46b-3782c30ee6ba": 0, "2079ba59-ee21-4790-bf6a-d4be487ecaca": -1, "2c66e2b1-3ad5-4dda-9831-5ab58c1ae0e7": -1, "4a6f70ca-03b3-48f9-925e-6a9efda83ad5": 0, "68844038-5ad9-416d-bed0-09279329992a": 0, "6b6e5cf4-c48c-47dc-82bf-e8b926429db0": 0, "789a6de7-a50b-4b35-bf3f-afffa28f4aa4": 0, "a25d4c09-473d-4036-87b2-6a3070f3d0d1": -1, "a7133526-75a1-4b87-8a97-7cc1dd148405": -1, "b0bab528-310b-4074-9bc8-814550fffa48": 0, "bfa6689a-8104-48f7-b4ed-99a7caf46395": 0, "c1d9cc5c-a9f5-4e3e-ba0c-f255c0456a8f": 0, "d710d5ff-6a36-468f-bcd1-d2c6555e40fe": -1, "ded28d02-4789-4e4a-aca8-71ae74bd9222": -1}
1425	5000	11	72	66	11	0	1.0	2	1.0	6,5	0.3	1.0	1.0	0.0	0.0	2	0.633	11	7	6	1.0	0.0	0.0	0.818	0.2	0.167		{"3aea2158-a4ed-4250-85ae-b6d1a05128ec": 0, "4c263ddb-f1f3-490e-a4f5-4069b88e3870": 0, "56cfbb7f-f2df-4c2d-8b70-bff5bed67b2f": 1, "8146442e-36c9-4451-ad64-c99bab7720c0": 0, "8e2787a5-f96f-4706-8d60-57598aa792c8": 1, "960b5a6d-4f37-4a68-9b19-fb1c9a984ae1": 0, "98dae113-7755-4191-8abf-76d67a33702d": 0, "bd4a820b-ea32-4b7d-9a8d-adcc23faf10f": 1, "c870538e-6927-4dec-a54f-4c2e0915d22b": 1, "ed5490ae-37c8-4d76-b155-3264c8d1380b": 0, "f93846cc-ace6-4b13-81a6-425f0413bfcb": 1}
1438	5000	24	139	127	19	0	0.935	2	1.0	15,9	1.2	1.0	1.0	0.0	0.0	2	0.681	23	14	9	1.0	0.0	0.0	0.913	0.102	0.071		{"26c0a358-4c7c-4624-b5aa-bfd9d1f59789": 0, "3b993b93-f182-462c-b69a-38215f875a54": 0, "3c0b862e-f302-4f05-9b7a-ae4d82f7fa4f": 1, "419d1881-bfad-456e-a8ee-3f493f293d73": 0, "4b7a5cb3-b60b-48d1-b2ac-e07dbf441190": 1, "577066d1-6232-4001-8c6e-e83d70a5ee9f": 0, "589104b9-3b3d-40ed-b40d-c061dbe3aebb": 0, "6cd078fc-b6ea-426e-a8c1-4beea99b3a18": 1, "753d4081-c138-4744-bfbf-f787510e61ad": 0, "788de5f5-70ad-4d87-86bd-2f132fa6b21c": 1, "7c7b77ae-a64d-410e-b0a2-81d3f7517fb7": 1, "81e8cb61-f038-4c2f-b1e5-2ebf4bb73714": 0, "949e67b8-bd38-4e50-ba4e-c1901458eb49": 1, "95917ec4-427e-42df-ac7d-1018983451d6": 0, "9db6269c-faed-4d2a-a958-a48d79dcfeda": 1, "a563d7fe-e5dc-487d-a813-61e98d3bc101": 1, "a79220ed-545e-47f0-bd3d-d8dd7a46ba8c": 0, "b211384e-4509-4a21-a323-492b7a73cf4a": 0, "b38631c7-6927-42fe-bcd3-7ab3a297fe21": 1, "b5734ef2-60f5-4f30-a57c-1730a0c98487": 0, "c0c81241-05bd-4f1d-9bb5-2b72552a1b74": 0, "d2d63abf-9223-41b8-ab58-caf3774fae21": 0, "e5347dea-4821-4f8e-a9ae-83f9f5ee6ee3": 0, "f6f92577-0c7c-4122-b912-f8f54db397b2": 0}
1439	5000	23	236	247	20	0	0.988	2	1.0	12,11	0.9	1.0	1.0	0.0	0.0	2	1.0	23	14	12	1.0	0.0	0.0	1.0	0.0	0.0		{"001bde1e-4580-4086-801c-7f95d085c670": 0, "011abe0a-ac8c-4bc8-b914-ec76be778c2b": 0, "28d55fc7-1b18-4de0-b98e-32edfa4c7b22": 1, "2ff68107-4a67-4bea-8a5d-fea9346ad95a": 1, "370a4d9a-05f4-4170-b34e-a5c0bb5b5166": 1, "426a18d5-be66-440e-86c5-9ebc4aac9bac": 0, "4935e75d-fce6-4d2b-8f5f-60ac0fc0bbe6": 1, "52e951d1-f382-4c4a-ba39-9df2a8ee6e0a": 0, "5bc80c25-1cff-4d8a-8eb9-b1d76ceb9ab4": 0, "5d6926fc-f402-40ba-ba90-cbd16774c3c9": 1, "6d91908f-c8e6-47f8-be31-951ab8a8126f": 0, "6e4684e0-528b-4ddb-913a-da220821eb23": 1, "8309490b-ce9b-4aa3-b819-283ca93983ad": 1, "85ae218f-7e67-42d8-8f35-21db49797394": 1, "92a296ce-94f2-4600-a511-304e1ac1865e": 0, "9e644967-97a5-4037-af95-ad4d9c077d78": 1, "b51dcec8-0672-4c29-b716-8def9a461e27": 0, "b84755df-c1d5-4b07-82fd-4340e464ef14": 0, "d1ec66af-eac8-45f1-90f7-1294f2998b0c": 1, "e01b0adb-ba62-43b6-a44b-0c54471754e8": 0, "ec4e749a-4060-403a-bccb-d0b6df49512a": 0, "f074383d-83d4-42e7-b5b9-d804bbdd7d8f": 1, "fd7dc4b8-589c-41f3-8f7f-a9e2e6dadb03": 0}
1440	5000	24	571	536	19	0	0.957	2	1.0	13,11	1.0	1.0	1.0	0.0	0.0	1	0.0	24	12	13	1.0	0.0	0.0	0.482	0.0	1.0		{"09b86698-a671-433d-8d04-460f957dfa3d": 1, "1966611e-0a82-4b44-b47f-d7dcea59188f": 1, "22c6475d-8ee1-4afb-aeab-e0bec3895099": 1, "342d7336-1338-4955-8461-0d7357b864ee": 1, "3466a8bc-0277-4d0f-9a4e-3421629c415d": 0, "37530ab5-8426-41be-935b-9ff2eb3fef96": 0, "3cdbe053-8fc3-4f45-9c39-0a809bdffc68": 0, "4464c195-2568-40df-ad0a-78cd52e5175d": 1, "5e294cc9-5dfb-4b79-81d6-88f97e61f9b6": 0, "64a0cf2e-f4c6-4a67-a614-e63024b01f9e": 0, "6ceb3564-0778-4404-acb7-588cea0210f9": 1, "81bfa970-9f8a-4ce8-b6f6-a5b18b1ab5cd": 0, "8975274a-b137-42ac-a898-d2d4c4396ae6": 0, "8d75ed60-765a-4b56-a632-2483596b9f09": 0, "8e65a213-0ec7-4b7b-a4c4-fce1535145d3": 0, "973e6f22-6b8d-4d14-ba45-e6f8c2aeb3c0": 1, "99188c6b-b41c-416f-ab1d-48d04da1f803": 1, "9d2e65a7-a77e-41ed-9a51-069c791c3acf": 1, "b61931df-4005-4808-8599-500feb6f51ec": 1, "ca0594f9-9b4f-4256-a2aa-2e550700b9eb": 1, "d128b408-ba34-464e-88b7-fc876f739fd4": 0, "d1b92220-c0b0-4912-b405-531dfffd93f4": 0, "e01d670d-cdee-4d09-988c-2db29a7df8eb": 0, "f25fab57-ad32-45c2-8d34-229e37d7dd70": 0}
1441	5000	21	237	259	34	0	0.995	2	1.0	11,10	1.0	1.0	1.0	0.0	0.0	2	1.0	21	10	13	1.0	0.0	0.0	1.0	0.0	0.0		{"121a8033-0bba-4959-beb2-9a927f84e40f": 0, "1a8e269c-095b-46ba-8a20-8277cdc93111": 1, "2c28e064-4948-444b-852d-d263c2978107": 1, "32a3e386-5dfd-4ec9-9ad5-1da6f94471d5": 0, "35a91a28-91ed-431a-9cdf-aeb97fd5be49": 0, "3bf30796-145e-40ce-98c0-1a588125e335": 0, "3d7c280f-a398-4471-958b-1c5a1749afb9": 1, "484bedc1-9778-4d53-bd31-97a3c148b8db": 0, "4f59c1b4-ba6a-44d7-a652-1919b1876591": 1, "51e6d7b0-df25-4887-aa2d-b17a6d5e371a": 0, "5c93ea72-044a-46fb-89f2-acdbe0c4199d": 0, "7e492e31-6026-463b-92f8-90c997d7da0b": 1, "9a927636-0d4d-4bea-a794-71049d8fecc2": 0, "c22d8448-65da-4c3e-83be-d6ac87724dbb": 1, "c51be590-4534-482f-bbb7-d2ddade27f28": 1, "c7af76e5-29d2-44a2-9235-bf66d9c5d6c3": 1, "d406bd0d-2159-4db3-8217-b301709c14b9": 0, "dae5ab9d-b44f-4fc4-a4d4-9142306747ef": 0, "e63ca3e3-8468-453c-af5c-8672e6d31fc3": 1, "f7890eeb-d5b5-4547-9902-0714b600a67c": 1, "fc9e0728-0cbb-4074-864a-2d3ed73b0b76": 0}
1443	5000	18	65	35	13	0	0.83	2	0.889	12,4,1,1	0.7	0.9	0.778	0.222	nan	1	0.0	10	10	1	0.822	0.222	0.0	0.8	0.0	1.0		{"2fa80964-92f2-4865-ba68-ab8cc770a90a": 1, "555ff6ce-7494-4e4e-8b0c-c83071ebf325": 0, "62403a06-b2f3-4c52-bcc6-b19568c64d11": 0, "6b27d0d0-f964-478d-850b-f1a862edf975": 0, "6c493590-7eb2-41fe-b2d7-853769e8e009": 1, "822a8fba-ddfb-4fc8-9ebd-b1e0a26170ee": 0, "836b8b28-e1d2-434a-9273-26850885545f": 1, "950f0f9e-6c83-42e3-b309-3a2779ddda4c": 0, "97355da3-0526-4767-9539-e44ee96cce5f": -1, "9eb76dd5-cc2f-4490-8023-f4f1c57919d7": 0, "a63ab5d0-8dd6-40db-a05d-7afe34593fe4": 0, "b9c96dda-d3a1-4355-af56-667525602f29": 1, "d2a27c32-dfa4-4de2-b3a0-0b3beedf87d4": 0, "d7178ecf-7dba-4707-beb3-bd8cc30fff7a": 0, "d82f959b-89ac-49c4-82fe-054920eddf57": 0, "e4c5e4dc-7a71-4049-aa0e-1d5076471de2": 0, "ff656c42-e0b8-4b17-a4ea-9a9266df542b": 0, "ffc51264-4108-4a50-8947-3ca898fa8372": -1}
1456	5000	23	332	303	20	0	0.976	2	1.0	15,8	1.1	1.0	1.0	0.0	0.0	2	0.826	23	8	17	1.0	0.0	0.0	0.913	0.105	0.067		{"057e5571-04b6-40a7-8a57-afb8d0c5c009": 0, "069a7988-dc12-4b3f-8bc9-ab91a73ed238": 0, "075ef797-5ab8-49f9-8713-2c95785ef646": 0, "08f7bc80-cd5c-463f-abca-676f9561683f": 0, "0fe147fc-4a21-4582-913d-79dc83f70987": 0, "2494caf1-3aaf-44d7-b125-979f71f2df92": 0, "40eec883-bef9-442e-b283-14f2e844e1e0": 0, "553645f7-f101-4b35-a14e-0510f93e12e6": 0, "56d6c8fc-8642-4366-aefd-1c7808c13cdd": 1, "58c55073-0dcd-4b6c-91fa-2633ee2740ca": 0, "5d777b6f-beba-44a8-a65b-00174b3a9912": 1, "73df8993-905e-4b46-8c57-d39169fe21c9": 1, "7aa4f3b8-f04d-479b-b455-90259ffc3d26": 0, "7f3e246c-4e21-4156-9424-d55d0b544747": 0, "82dbab4f-a412-42c6-9e7b-09b7d9c85fb4": 0, "9b54d5b1-1ba9-46fa-832c-2108e966413b": 0, "a8795b2a-ed28-43b7-a11d-b8a022e3da5f": 1, "b47ee972-5ba4-45de-a65f-57174e1bbd3e": 0, "c22bb26a-468d-4c05-b414-5404393833a8": 0, "cab5e4cb-91a8-4fd6-9512-79dc66782b08": 1, "d18b7e1c-112d-4ea4-8098-7e94113d43a5": 1, "d37b85d4-d932-4da0-bc1e-43e68b1edaf8": 1, "fcaa7ba9-ccf5-47a8-b096-e44f18bd0fd4": 1}
1457	5000	24	264	255	34	0	0.975	2	1.0	15,9	1.1	1.0	1.0	0.0	0.0	2	1.0	18	8	10	1.0	0.0	0.0	1.0	0.0	0.0		{"00b90783-b1f5-4f3c-bec6-b931b2638ff1": 0, "0735f4a1-22f9-4f30-b757-438bafdff7ab": 0, "0e3c75d7-fdbb-450d-9df0-be15dc91900d": 0, "1130f7f3-8d5d-463a-8755-67e64a0d8ae0": 1, "22e77531-5678-414b-a43c-3cb7cee4f174": 0, "44a4e2a4-7520-4fe4-bffe-62f49ab10eb4": 1, "4c3e200d-da79-4081-902a-75474a4975d1": 0, "556558f7-e028-45f7-a5bf-aca4ad75de11": 0, "7107e3ac-0282-4c61-ae0c-ddcdca57c3d2": 0, "741e3765-5d80-4361-9102-eea6fca4421e": 0, "768f9027-bb3f-4f05-b647-7a8f70be7a05": 1, "8b0a6786-fb66-4c11-a791-cbb1922a0f44": 0, "9c1d09fd-8be7-4d44-abcb-bdc70408de3f": 1, "a1795e51-17f2-438f-8426-cefa12dec844": 0, "a361a50e-7e94-48bb-b611-27baaea69e0c": 1, "b86f06fa-99d6-42d1-a727-8a06f0a9753f": 0, "baf9f404-b2c6-43c7-9ddb-c1f1699c30c1": 1, "beca2146-2c81-4363-9f51-4ad12d8a51b8": 0, "ce86f3b3-eb6b-4f6d-87b0-8330299e63cc": 1, "d5f1c244-d5ca-40cb-a2bb-8cdbb9e072f9": 0, "d6104ebf-67c6-49c6-9b72-a5875e65f7e0": 1, "e1759c5a-4a4c-4e54-8634-4a786ebda943": 1, "eaf1b349-772a-40f1-8d51-f22f1c259961": 0, "f208731c-591e-4328-ac29-de817c295f37": 0}
