crID	cat	trf	maxnet	new_purity	new_recovered	new_n_big	new_assigned	new_n_alleles	cur_purity	cur_recovered	cur_n_big	cur_assigned	cur_n_alleles
1189	het	True	37	1.0	True	2	1.0	2	0.9473684210526315	True	2	1.0	2
1190	het	True	24	1.0	True	2	1.0	2	0.5882352941176471	False	1	1.0	2
1191	cpx_het	False	40	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1193	cpx_het	True	157	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1194	het	True	42	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1195	het	False	1530	1.0	True	2	1.0	2	0.875	True	2	1.0	2
1196	cpx_het	True	894	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1197	het	True	98	1.0	True	2	1.0	2	0.92	True	2	1.0	2
1198	het	True	20	1.0	True	2	1.0	2	0.5806451612903226	False	1	1.0	2
1199	het	True	64	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1200	het	False	322	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1201	cpx_het	True	138	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1202	het	False	864	1.0	True	2	1.0	2	0.9523809523809523	True	2	1.0	2
1203	het	True	37	1.0	True	2	1.0	2	0.9	True	2	1.0	2
1204	het	True	70	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1205	hom	True	322	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1206	hom	False	34	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1207	het	True	3180	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1208	hom	True	52	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1209	cpx_het	True	68	1.0	True	2	0.95	2	0.75	False	1	1.0	2
1210	het	True	2111	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1211	het	True	108	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1212	cpx_het	True	73	1.0	True	2	1.0	2	0.6666666666666666	False	1	1.0	2
1213	het	False	66	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1214	cpx_het	True	78	1.0	True	2	1.0	2	0.9523809523809523	True	2	1.0	2
1215	het	True	78	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1216	het	False	297	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1217	ref	True	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1218	cpx_het	True	87	1.0	True	2	1.0	2	0.5384615384615384	False	1	1.0	2
1219	het	True	127	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1220	hom	False	176	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1221	het	True	33	1.0	True	2	1.0	2	0.9047619047619048	True	2	1.0	2
1223	het	False	864	1.0	True	2	1.0	2	0.85	True	2	1.0	2
1224	het	True	62	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1225	het	True	274	1.0	True	2	1.0	2	0.9523809523809523	True	2	1.0	2
1226	het	False	324	1.0	True	2	1.0	2	0.9565217391304348	True	2	1.0	2
1228	het	False	1949	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1229	cpx_het	True	297	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1230	het	True	32	1.0	True	2	1.0	2	0.56	False	1	1.0	2
1231	hom	False	338	1.0	True	3	1.0	1	1.0	True	1	1.0	1
1232	cpx_het	True	31	1.0	True	2	1.0	2	0.6086956521739131	False	1	1.0	2
1233	het	False	310	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1234	het	False	35	0.5555555555555556	False	1	0.9	2	1.0	True	2	1.0	2
1235	het	True	35	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1236	het	True	300	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1237	cpx_het	True	30	1.0	True	2	1.0	2	0.625	False	1	1.0	2
1238	het	False	68	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1239	het	False	540	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1240	het	False	36	1.0	True	2	1.0	2	0.782608695652174	False	1	1.0	2
1241	het	False	10076	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1242	het	True	48	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1243	cpx_het	True	56	1.0	True	2	1.0	2	0.9130434782608695	True	2	1.0	2
1244	het	True	104	1.0	True	2	0.95	2	1.0	True	2	1.0	2
1245	cpx_het	True	52	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1246	het	False	36	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1247	het	True	30	1.0	True	2	1.0	2	0.6	False	1	1.0	2
1248	het	True	38	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1249	het	True	78	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1250	cpx_het	True	1080	1.0	True	2	1.0	2	0.9545454545454546	True	2	1.0	2
1252	cpx_het	False	307	1.0	True	2	1.0	2	0.7142857142857143	False	1	1.0	2
1253	het	True	153	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1254	het	True	757	1.0	True	2	0.9	2	1.0	True	2	1.0	2
1255	hom	True	85	1.0	True	2	0.9444444444444444	1	1.0	True	1	1.0	1
1258	hom	True	245	1.0	True	1	0.8571428571428571	1	1.0	True	1	1.0	1
1259	het	True	42	1.0	True	2	1.0	2	0.95	True	2	1.0	2
1260	het	True	392	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1261	het	False	1608	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1262	hom	True	43	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1263	het	False	167	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1264	het	True	501	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1267	hom	True	994	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1268	het	True	44	1.0	True	2	1.0	2	0.8421052631578947	True	2	1.0	2
1269	het	True	49	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1270	hom	False	319	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1271	ref	False	0	1.0	True	2	0.9545454545454546	1	1.0	True	1	1.0	1
1272	cpx_het	True	116	1.0	True	2	0.8	2	1.0	True	2	1.0	2
1274	hom	False	30	1.0	True	1	0.75	1	1.0	True	1	1.0	1
1276	hom	True	54	1.0	True	1	1.0	1	1.0	True	1	1.0	1
1277	hom	True	472	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1278	cpx_het	True	236	1.0	True	2	1.0	2	0.7096774193548387	False	2	1.0	2
1279	het	True	105	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1280	ref	True	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1281	het	True	314	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1282	cpx_het	True	463	1.0	True	2	1.0	2	0.9375	True	2	1.0	2
1283	hom	False	28	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1284	cpx_het	True	464	1.0	True	2	1.0	2	0.95	True	2	1.0	2
1285	hom	True	536	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1286	het	True	152	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1287	hom	True	49	1.0	True	2	0.9285714285714286	1	1.0	True	1	1.0	1
1289	hom	True	32	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1290	het	True	43	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1291	cpx_het	True	377	1.0	True	2	1.0	2	0.9583333333333334	True	2	1.0	2
1292	het	False	341	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1293	hom	True	38	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1294	hom	True	66	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1295	hom	True	20	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1296	cpx_het	True	282	0.9166666666666666	True	2	1.0	2	0.8333333333333334	True	2	1.0	2
1297	het	True	66	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1298	hom	False	162	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1299	het	True	80	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1300	het	True	65	1.0	True	2	0.9583333333333334	2	1.0	True	2	1.0	2
1301	het	True	140	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1302	hom	True	42	1.0	True	2	0.9473684210526315	1	1.0	True	1	1.0	1
1303	cpx_het	True	6522	1.0	True	2	1.0	2	0.96	True	2	1.0	2
1304	het	True	58	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1306	het	True	31	1.0	True	2	1.0	2	0.9	True	2	1.0	2
1307	het	True	252	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1308	hom	True	30	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1309	het	False	1099	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1310	het	True	31	1.0	True	2	1.0	2	0.6875	False	1	1.0	2
1311	hom	True	39	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1312	het	True	70	1.0	True	2	0.9523809523809523	2	0.9523809523809523	True	2	1.0	2
1313	hom	True	50	1.0	True	1	0.2857142857142857	1	1.0	True	1	1.0	1
1314	het	True	74	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1315	het	True	58	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1316	hom	True	33	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1317	hom	True	1175	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1318	het	True	38	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1319	het	True	69	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1320	het	False	124	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1321	cpx_het	True	84	1.0	True	2	1.0	2	0.9375	True	2	1.0	2
1322	ref	False	0	1.0	True	3	1.0	1	1.0	True	1	1.0	1
1323	het	False	39484	1.0	True	2	1.0	2	0.5333333333333333	False	1	1.0	2
1324	het	False	77	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1325	het	True	79	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1326	cpx_het	True	533	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1327	cpx_het	True	46	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1345	het	True	41	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1346	het	True	46	1.0	True	2	1.0	2	0.8571428571428571	True	2	1.0	2
1347	cpx_het	False	250	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1348	het	False	318	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1349	hom	True	378	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1350	cpx_het	True	92	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1351	cpx_het	True	391	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1352	het	True	38	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1353	het	True	180	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1354	hom	False	23307	1.0	True	2	0.9629629629629629	1	1.0	True	1	1.0	1
1356	ref	True	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1357	het	False	32	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1358	het	False	34	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1359	het	False	6075	1.0	True	2	0.9	2	0.9666666666666667	True	2	1.0	2
1360	het	True	46	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1361	cpx_het	True	116	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1362	het	False	216	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1363	het	False	67	1.0	True	2	1.0	2	0.9047619047619048	True	2	1.0	2
1364	cpx_het	True	35	1.0	True	2	1.0	2	0.84	True	2	1.0	2
1365	hom	True	20	1.0	True	2	1.0	1	1.0	True	2	1.0	1
1366	hom	True	36	1.0	True	1	0.5416666666666666	1	1.0	True	1	1.0	1
1367	cpx_het	True	45	1.0	True	2	1.0	2	0.9130434782608695	True	2	1.0	2
1368	het	True	50	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1369	het	True	35	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1370	het	False	35	1.0	True	2	1.0	2	0.9444444444444444	True	2	1.0	2
1371	ref	True	0	1.0	True	2	0.9565217391304348	1	1.0	True	1	1.0	1
1372	cpx_het	True	153	1.0	True	2	1.0	2	0.9629629629629629	True	2	1.0	2
1374	hom	True	101	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1375	cpx_het	True	140	1.0	True	2	1.0	2	0.8333333333333334	True	2	1.0	2
1376	het	True	228	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1377	het	True	2308	1.0	True	2	1.0	2	0.8181818181818182	True	2	1.0	2
1378	het	True	36	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1380	hom	True	207	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1381	het	True	80	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1383	cpx_het	True	1468	1.0	True	2	1.0	2	0.9090909090909091	True	2	1.0	2
1384	cpx_het	True	1146	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1385	hom	True	352	1.0	True	2	0.9090909090909091	1	1.0	True	2	1.0	1
1386	ref	False	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1390	het	False	1863	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1391	het	True	66	1.0	True	2	1.0	2	0.6296296296296297	False	1	1.0	2
1393	hom	True	146	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1395	het	True	33	1.0	True	2	1.0	2	0.6071428571428571	False	1	1.0	2
1396	cpx_het	True	151	1.0	True	2	1.0	2	0.5357142857142857	False	1	1.0	2
1397	het	True	74	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1399	hom	True	45	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1400	hom	False	95	1.0	True	1	0.9166666666666666	1	1.0	True	1	1.0	1
1401	cpx_het	True	118	1.0	True	2	1.0	2	0.8461538461538461	True	2	1.0	2
1403	het	True	13	1.0	True	2	1.0	2	0.5714285714285714	False	1	1.0	2
1404	het	True	42	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1405	cpx_het	True	353	0.9166666666666666	True	2	1.0	2	0.9166666666666666	True	2	1.0	2
1406	cpx_het	True	2558	1.0	True	2	1.0	2	0.8	True	2	1.0	2
1407	het	True	32	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1408	hom	True	76	1.0	True	1	0.3888888888888889	1	1.0	True	1	1.0	1
1409	hom	True	179	1.0	True	1	0.7777777777777778	1	1.0	True	1	1.0	1
1410	cpx_het	True	30	0.5714285714285714	False	1	0.9333333333333333	2	0.8	True	2	1.0	2
1412	het	True	403	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1414	hom	False	42	1.0	True	2	0.9090909090909091	1	1.0	True	1	1.0	1
1415	cpx_het	True	75	1.0	True	2	1.0	2	0.9473684210526315	True	2	1.0	2
1416	het	False	42	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1417	hom	True	120	1.0	True	2	0.9285714285714286	1	1.0	True	1	1.0	1
1418	cpx_het	True	80	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1419	cpx_het	True	66	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1420	het	True	56	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1421	het	True	32	1.0	True	2	1.0	2	0.9130434782608695	True	2	1.0	2
1422	het	True	74	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1423	cpx_het	True	68	1.0	True	1	0.8	1	0.8	False	1	1.0	2
1424	hom	True	160	1.0	True	1	0.36363636363636365	1	1.0	True	1	1.0	1
1425	het	True	56	1.0	True	2	1.0	2	0.9090909090909091	True	2	1.0	2
1426	het	False	44	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1427	hom	False	40	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1428	het	False	330	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1429	hom	True	32	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1430	cpx_het	True	28	1.0	True	2	1.0	2	0.5882352941176471	False	1	1.0	2
1431	het	True	12	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1432	het	True	80	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1433	hom	True	43	1.0	True	2	1.0	1	1.0	True	2	1.0	1
1436	het	False	233	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1437	het	False	40	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1438	het	True	43	1.0	True	2	1.0	2	0.9565217391304348	True	2	1.0	2
1439	het	True	89	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1440	cpx_het	True	64	1.0	True	2	1.0	2	0.5416666666666666	False	1	1.0	2
1441	het	False	1471	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1442	hom	False	89	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1443	hom	True	156	1.0	True	1	1.0	1	1.0	True	1	1.0	1
1444	het	False	310	1.0	True	2	1.0	2	0.9473684210526315	True	2	1.0	2
1445	hom	True	730	1.0	True	2	0.875	1	1.0	True	1	1.0	1
1446	hom	False	36	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1447	het	True	108	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1448	het	False	32	1.0	True	2	1.0	2	0.95	True	2	1.0	2
1449	het	True	259	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1452	het	False	47	1.0	True	2	1.0	2	0.9285714285714286	True	2	1.0	2
1453	het	True	64	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1454	cpx_het	True	212	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1455	het	True	28	1.0	True	2	1.0	2	0.5238095238095238	False	1	1.0	2
1456	het	True	34	1.0	True	2	1.0	2	0.9565217391304348	True	2	1.0	2
1457	het	True	128	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1458	ref	True	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1459	het	True	32	1.0	True	2	1.0	2	0.9629629629629629	True	2	1.0	2
1460	het	True	32	1.0	True	2	1.0	2	0.5625	False	1	1.0	2
1461	hom	True	22	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1462	het	True	9	1.0	True	2	1.0	2	0.5769230769230769	False	1	1.0	2
1463	cpx_het	True	658	1.0	True	2	1.0	2	0.5	False	1	1.0	2
1464	cpx_het	True	45	1.0	True	2	1.0	2	0.9285714285714286	True	2	1.0	2
1465	hom	False	333	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1466	het	False	93	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1467	het	True	45	1.0	True	2	1.0	2	0.9642857142857143	True	2	1.0	2
1468	hom	False	210	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1469	het	True	45	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1471	het	True	14	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1472	het	True	65	1.0	True	2	1.0	2	0.9545454545454546	True	2	1.0	2
1473	hom	True	53	1.0	True	1	1.0	1	1.0	True	1	1.0	1
1474	cpx_het	True	774	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1475	het	True	148	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1476	cpx_het	True	308	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1480	hom	True	5124	1.0	True	2	0.8	1	1.0	True	2	1.0	1
1481	cpx_het	True	615	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1482	het	True	44	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1483	cpx_het	True	85	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1484	het	True	50	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1485	het	False	317	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1486	het	True	96	1.0	True	2	1.0	2	0.8333333333333334	True	2	1.0	2
1487	cpx_het	True	365	1.0	False	1	0.8333333333333334	2	1.0	False	1	1.0	2
1488	het	True	321	1.0	True	2	1.0	2	0.5294117647058824	False	1	1.0	2
1489	cpx_het	True	475	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1490	hom	True	85	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1491	cpx_het	True	81	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1492	het	True	52	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1493	het	True	37	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1495	het	True	38	1.0	True	2	1.0	2	0.9230769230769231	True	2	1.0	2
1496	cpx_het	True	119	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1497	het	True	154	0.9333333333333333	True	2	1.0	2	0.9333333333333333	True	2	1.0	2
1498	cpx_het	True	96	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1499	cpx_het	True	1195	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1500	hom	False	77	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1504	cpx_het	True	474	0.9375	True	2	1.0	2	0.9375	True	2	1.0	2
1508	cpx_het	True	36	1.0	True	1	1.0	1	1.0	True	1	1.0	1
1509	cpx_het	True	234	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1510	het	True	60	1.0	True	2	0.9230769230769231	2	1.0	True	2	1.0	2
1511	het	False	44	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1512	het	True	189	1.0	True	2	1.0	2	0.96	True	2	1.0	2
1513	hom	True	50	1.0	True	1	0.7647058823529411	1	1.0	True	1	1.0	1
1514	het	True	218	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1515	hom	True	56	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1516	hom	True	723	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1517	cpx_het	False	36	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1518	hom	False	1225	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1519	het	True	104	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1520	het	False	5956	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1521	cpx_het	True	608	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1522	cpx_het	False	1005	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1523	het	True	212	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1527	hom	True	1029	1.0	True	2	1.0	1	1.0	True	2	1.0	1
1528	cpx_het	True	118	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1529	het	True	32	1.0	True	2	1.0	2	0.8461538461538461	True	2	1.0	2
1530	cpx_het	True	627	1.0	True	2	1.0	2	0.9166666666666666	True	2	1.0	2
1531	het	True	2118	1.0	True	2	1.0	2	0.9473684210526315	True	2	1.0	2
1532	hom	True	36	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1533	het	True	40	1.0	True	2	1.0	2	0.7272727272727273	False	1	1.0	2
1534	cpx_het	True	1505	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1535	hom	True	44	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1536	het	True	40	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1537	het	True	40	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1538	cpx_het	True	238	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1539	cpx_het	True	69	1.0	True	2	1.0	2	0.5238095238095238	False	1	1.0	2
1540	hom	True	22	1.0	True	2	1.0	1	1.0	True	2	1.0	1
1541	het	False	40	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1542	ref	True	0	1.0	True	2	1.0	1	1.0	True	2	1.0	1
1543	cpx_het	True	1672	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1544	hom	False	63	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1547	hom	True	51	1.0	True	1	0.6923076923076923	1	1.0	True	1	1.0	1
1548	hom	True	42	1.0	True	2	0.9411764705882353	1	1.0	True	1	1.0	1
1549	cpx_het	True	10554	1.0	True	2	1.0	2	0.9	True	2	1.0	2
1550	hom	False	32	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1551	het	True	90	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1552	cpx_het	True	1115	1.0	True	2	1.0	2	0.8571428571428571	True	2	1.0	2
1553	het	True	37	1.0	True	2	1.0	2	0.9523809523809523	True	2	1.0	2
1554	het	False	84	1.0	True	2	1.0	2	0.9523809523809523	True	2	1.0	2
1555	het	True	56	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1556	het	False	352	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1557	het	True	67	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1558	het	True	250	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1559	het	True	102	1.0	True	2	1.0	2	0.9655172413793104	True	2	1.0	2
1560	cpx_het	True	29	1.0	True	2	1.0	2	0.8461538461538461	True	2	1.0	2
1561	het	False	151	1.0	True	2	1.0	2	0.9166666666666666	False	1	1.0	2
1562	cpx_het	True	411	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1563	cpx_het	True	124	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1564	hom	True	72	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1565	het	True	76	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1566	cpx_het	True	155	1.0	True	2	1.0	2	0.95	True	2	1.0	2
1567	cpx_het	True	926	1.0	False	1	1.0	2	0.9090909090909091	False	2	1.0	2
1568	het	True	135	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1569	ref	False	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1570	hom	True	672	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1571	het	False	956	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1572	het	True	52	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1573	cpx_het	True	500	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1574	het	False	46	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1575	cpx_het	True	118	1.0	True	2	1.0	2	0.6956521739130435	False	1	1.0	2
1576	cpx_het	True	298	1.0	True	2	0.9444444444444444	2	0.6666666666666666	False	1	1.0	2
1577	hom	False	40	1.0	True	2	0.8421052631578947	1	1.0	True	1	1.0	1
1578	het	True	91	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1579	cpx_het	False	162	1.0	False	1	1.0	2	1.0	False	1	1.0	2
1580	het	False	2560	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1581	het	True	70	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1582	het	False	311	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1583	cpx_het	True	1922	1.0	True	2	1.0	2	0.9166666666666666	True	2	1.0	2
1584	cpx_het	True	829	1.0	True	2	1.0	2	0.9583333333333334	True	2	1.0	2
1585	ref	True	0	1.0	True	2	1.0	1	1.0	True	2	1.0	1
1586	hom	True	1670	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1587	het	True	59	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1589	het	True	90	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1591	hom	False	40	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1592	het	True	64	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1593	het	True	178	1.0	True	2	1.0	2	0.9375	True	2	1.0	2
1594	het	False	36	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1595	hom	True	696	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1596	cpx_het	True	38	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1599	ref	True	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1601	het	True	36	1.0	True	2	1.0	2	0.96	True	2	1.0	2
1602	cpx_het	True	126	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1603	het	True	31	1.0	True	2	1.0	2	0.9545454545454546	True	2	1.0	2
1604	het	True	22	1.0	True	2	1.0	2	0.5238095238095238	False	1	1.0	2
