crID	flank	n_reads	raw_sites	sites	sv_sites	pairs_decided	n_groups	grouped_frac	sizes	secs	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	_labels
56	5000	26	357	312	0	0.991	2	1.0	16,10	0.8	1	0.0	23	8	15	1.0	0.0	0.0	0.526	0.0	1.0	{"0a7af7eb-62fb-48a9-8c36-d831645a4a89": 0, "1a8a1cd3-9f7a-4723-a66f-56e8652acdbc": 0, "22663c80-5fc3-4014-9aed-4b6ca35c4e2a": 0, "2625a272-de99-4ed0-85e9-ad4d8bd6bdf2": 1, "406791dd-3592-4577-abe8-25d2fb102d07": 1, "51cd2a9b-b0cc-48cd-a7d1-32bc33c64c91": 0, "583612e5-201d-44b6-81d0-2ff710750663": 1, "655c70ab-bc25-4e3b-9897-9509da74366c": 0, "66bd0ef2-4b70-4de7-8b81-f270a3a848d0": 0, "67f5bd5c-b5e7-423d-9bf0-7f805df85383": 0, "7dd9996f-3833-44cc-9fcc-a7fbdb5a1c9d": 0, "8d1cd735-c321-4d00-955b-d33ef2eb23ef": 1, "9b3cff4d-314c-426e-9ce9-acd6803c49ac": 0, "9fc5fa39-cd94-452c-80f1-fbcb498165dd": 1, "a2bd0548-8979-4efe-bd61-0460ce04c459": 0, "b364db62-b1ed-4eae-b7bd-d2e6c26d204a": 1, "b8429a08-6c06-41df-b6b0-eaecad1bf8ad": 0, "b9b0a6a7-d7e8-46df-803d-92d9ee8a3eb7": 1, "ca4ba128-64b0-4a78-a2f3-557d07f02bb8": 1, "cec3d486-1a04-4ba3-9568-2392dc436fac": 0, "d4b913e3-19b4-4176-9ba0-308e5d35f59a": 0, "dadaca43-1407-4050-a734-64824720e790": 0, "dda9be00-bdac-4e56-84ad-ff6285c29dd6": 1, "e72719be-8e48-4041-86ac-544cc28e914d": 0, "eb31cada-4c8f-479c-a1b2-b9734012b3ed": 1, "ee7929a4-1ffe-4f07-bf06-76fd270ae9cc": 0}
57	5000	18	279	237	0	1.0	2	1.0	10,8	0.4	2	1.0	18	10	9	1.0	0.0	0.0	1.0	0.0	0.0	{"0409b0e9-6b3c-447a-9577-ed3829b04f8e": 0, "1a065a05-9066-4536-b828-ae47a1edb5ba": 1, "2a3cd37c-8dbb-4c22-9aff-57dc1d32573d": 1, "30f82b1d-451d-4512-b401-7566cdbd88e1": 1, "38cc8602-4c76-4220-91e2-dc973f9b837f": 0, "42f900d6-6c15-49f8-a37b-534c4386b759": 1, "4dd6698f-0154-4e77-8290-f822570b4e95": 0, "51ef5ba3-9b22-4d16-83f8-46e71d6ebc0f": 0, "78b6c7c6-78f4-4537-9ba1-54276c1d3076": 0, "7ddd756a-9440-4782-986c-a14a094403f3": 1, "a81984dd-08bb-4065-a55b-a416ddb41ee7": 0, "b3bda7e0-feea-4606-b9b0-9fe5f376597f": 1, "d096401f-c4a0-4e32-911d-c35cd14f356d": 0, "d1bae735-274f-43df-bf03-a9e7089518a5": 0, "dee1d1f1-b863-4662-8604-13043a444538": 1, "e00c9f95-60c7-4605-bffc-76f9d018440e": 1, "e7602270-6d9d-49f8-976d-a24654dfa775": 0, "eb69f2cf-527f-469b-92be-8d74bac903ce": 0}
58	5000	21	339	317	0	0.919	2	1.0	14,7	0.5	2	0.808	21	15	7	1.0	0.0	0.0	0.905	0.054	0.143	{"0c29b4c1-07c9-4d23-84ff-903dbe0e84b3": 0, "10f2a267-c6cf-4a61-bdad-f3d371ef78bc": 1, "1c220230-e8e8-4cbd-a2c5-6d490f66750c": 1, "2eeb7267-c184-43cc-8bb6-e6ed46e4a332": 1, "376798eb-7579-4506-b5a7-cf89d46896cc": 1, "448a1d58-f327-4211-aea7-038881fa76ce": 0, "567ae387-3d59-45d5-b51b-04fff2f83ff6": 0, "68225928-b309-402d-bfef-377f6c7629ea": 1, "68b74602-2be7-4676-86f9-7c1154417e21": 0, "6a4cfb1f-36c9-4fba-8fee-e9d74891072b": 0, "706f2cf4-bd36-40d3-83e6-19f0258af966": 1, "841530ff-fb7b-4d50-a7d1-1c38a25deda8": 1, "970dba46-2d09-4f96-8e7b-d8066f76c648": 1, "a5259c12-a65f-455d-8cf8-0a277130cea5": 0, "ba10ff3c-972a-40b1-966d-9a6c545369d3": 1, "c21fe903-3d52-4bb4-ad13-053c1fc95d09": 0, "c6367b45-ed01-4edd-81f7-157d71d2296a": 1, "dc01eafd-e3fd-4eb9-a083-2af1c81656ef": 1, "dd510465-809a-446c-9ca0-9cc7f45a1bd9": 1, "dea47e8a-cf55-4586-b182-e334b63845bb": 1, "ee873d69-e7b6-44cc-89ce-731b25380797": 1}
59	5000	20	329	303	0	1.0	2	1.0	14,6	0.5	1	0.0	20	14	7	1.0	0.0	0.0	0.558	0.0	1.0	{"0c29b4c1-07c9-4d23-84ff-903dbe0e84b3": 0, "1c220230-e8e8-4cbd-a2c5-6d490f66750c": 1, "376798eb-7579-4506-b5a7-cf89d46896cc": 1, "448a1d58-f327-4211-aea7-038881fa76ce": 0, "567ae387-3d59-45d5-b51b-04fff2f83ff6": 0, "68225928-b309-402d-bfef-377f6c7629ea": 1, "68b74602-2be7-4676-86f9-7c1154417e21": 0, "6a4cfb1f-36c9-4fba-8fee-e9d74891072b": 0, "706f2cf4-bd36-40d3-83e6-19f0258af966": 1, "841530ff-fb7b-4d50-a7d1-1c38a25deda8": 1, "93a8dbb9-7ab5-43af-96e3-0dce44d40beb": 1, "970dba46-2d09-4f96-8e7b-d8066f76c648": 1, "ba10ff3c-972a-40b1-966d-9a6c545369d3": 1, "c21fe903-3d52-4bb4-ad13-053c1fc95d09": 0, "c6367b45-ed01-4edd-81f7-157d71d2296a": 1, "dc01eafd-e3fd-4eb9-a083-2af1c81656ef": 1, "dd510465-809a-446c-9ca0-9cc7f45a1bd9": 1, "dea47e8a-cf55-4586-b182-e334b63845bb": 1, "ee873d69-e7b6-44cc-89ce-731b25380797": 1, "faf942de-1cf5-47fd-a92b-3420804af8c8": 1}
60	5000	31	690	667	0	0.925	2	0.968	19,11,1	1.1	2	0.798	30	11	19	1.0	0.0	0.0	0.933	0.08	0.053	{"013a2e1f-36ea-402b-a1d1-d8c06e9e8af0": 0, "01430371-9161-4554-86f0-9ff95cbbd288": 0, "0db57e82-264d-497c-9a9d-7a4976edc3df": 1, "1f4ef867-b79d-494b-a5a6-1bf9e6bd0f8b": 1, "2e0bda91-dc04-4c1a-9f0c-72bcb0f9fb3c": 1, "3eeadf56-a54f-4d36-ace8-234ace0f4683": 0, "4278f2b1-459c-489a-92ca-3fa8807cf0e3": 0, "4db311ce-7537-4959-961c-2d388121c8aa": 1, "620d3bbb-8379-4b22-b0e6-a030a50e45ec": 1, "640e578b-0462-4d11-aa12-c477982a29e3": 0, "6ec758eb-3825-49ba-90c8-4970d72f5c33": 1, "79a029e6-1bc6-44a9-97ea-651a2c55466c": 0, "7ef11767-79f8-480a-84b9-f6a8e1eee6a5": 0, "82e6e1c4-636d-4618-8d1a-e16db306a34e": 0, "876a17fd-9ce5-4584-a64f-3688dc061de3": 1, "89e5385b-49c7-4bf7-95b9-d17213364347": 0, "9112566b-fc8c-4369-8bb2-2ae4682248b8": 0, "95c1c595-5dc3-4210-9464-7ef7757aa5d9": 0, "9ff31a3c-3ab4-4126-a359-e6027e62219d": 1, "a441ea6b-ad18-4b04-b18b-5d8f75025e0c": 0, "a50d2c58-3f6b-4447-92ff-f300c4d5e933": 2, "b0e1ab90-2ddf-481a-af3f-51adf42fee84": 1, "c13f6b2e-02d0-4b57-8561-80cf3e8c6a86": 0, "c9bde073-0c0a-467c-aa5b-b0c56cc5d33f": 0, "d0668a69-ca18-4ba6-ad81-e146426ae4fb": 1, "d1e02e7f-7f28-48c0-9092-70ec519b60de": 1, "d89f6c4d-a9aa-444f-9ac5-13bbd3cc523a": 0, "d9c7a879-609f-4370-b609-d412f8311099": 0, "e68fc4a7-ffba-45dc-95e2-98efb5b7b946": 0, "f3d03e56-4574-4907-ad62-3f37f79129d7": 0, "f68108f0-3df5-484c-a0eb-122f9a2992b4": 0}
61	5000	25	796	765	0	0.977	2	1.0	13,12	0.8	2	1.0	25	15	15	1.0	0.0	0.0	1.0	0.0	0.0	{"0367d881-33d0-42d3-ad4b-7ec30dbf0989": 0, "0a3fe3fa-4c24-4573-9f5b-d212312e06b4": 0, "0a4d708b-599a-441f-9ea1-2f6b83241091": 1, "19a346e9-e657-4c52-b8f6-0d8ee6f12ef0": 1, "1ae92faf-1262-47f0-a67b-d755612cf940": 0, "1f6b3780-b122-4ebb-b1fb-06f5de79e283": 1, "22eca874-6c88-471e-a46d-bb6114819aaa": 1, "25deccb8-aa8a-4265-a2ae-56f8e7bc9c01": 1, "2c0d77a2-860c-4ab1-91fa-3b46543c8d75": 0, "2c9fb4a4-0b7b-45ad-8cdd-954d6d3f77a1": 1, "3c5a6116-64fc-4b40-af9a-4bd71fc3338f": 0, "3c929ee9-9969-4a73-80bd-7787451e0d11": 0, "40e17a56-0fef-4e1a-9930-0465d198356b": 1, "7c1cb7ea-d235-4f6f-a9cd-7bc6ea540686": 1, "8a273fda-43de-42e7-ab8b-113f191ff96b": 0, "a05adb9d-acb8-479d-8c53-d5b08bcfe83b": 0, "a6bfa258-f13f-4fd8-8825-1aa167222d3c": 1, "b36cba80-227a-4f6d-8691-2a909ffbe0f9": 1, "b7dee7d7-6ab8-4f10-ba2d-c503c6d27a94": 0, "bd07bae3-2be6-4cca-a263-aa38744d8d94": 1, "bf41113e-0c71-4eac-99f0-5bdec6454a0e": 0, "d2759a75-ded1-4a60-ae3d-dbeaec929f41": 1, "d3bf7c50-1ea6-45d3-b1f1-178aeea55a85": 1, "f187680d-7dfc-4656-a773-abec1c557ba7": 0, "f3165a15-cf47-4f33-8847-6f6661f40b7d": 0}
62	5000	21	348	335	0	0.981	2	1.0	13,8	0.6	1	0.0	20	13	8	1.0	0.0	0.0	0.495	0.0	1.0	{"03192cd8-99f5-47c8-8f43-dc3d365611ec": 0, "07311588-0e42-4ecb-a05f-f91abc837df2": 1, "0a463890-050a-47e9-bda2-4198e91cd302": 0, "0c32b31a-fe36-4c7b-b57e-04d6f56a50e4": 1, "16046947-353d-4461-9ab9-380944ba09b7": 0, "167349d9-93d5-4b3b-8776-18a0f411ea2e": 1, "26fbb2d7-b8e9-4b36-a5da-a57d882a5f30": 0, "4fa4bb47-a3ad-4983-abd8-88ece4fa7ef0": 1, "57cab39f-87e8-4fef-8f98-deed7dedc5f9": 0, "5d137ea2-b108-47b6-80f8-b3bd46a2eeda": 1, "62bcc663-4fa6-48d7-9b2f-b919c73845cf": 1, "67e93c0a-a6ec-41a1-a8a4-ad348a317430": 1, "927a2c2e-01b4-4938-b176-e04aa1f8f24b": 1, "a0d0839d-3438-4321-873a-69487db4d1d2": 1, "c2c8c23f-5f27-4bbc-8c9d-13c95026e353": 0, "c6f586a0-b161-463f-80eb-cc65e93c4cf3": 1, "c70bbb4d-fc1c-4bf9-b842-9b1eeb81a853": 1, "c7725c56-4e7e-4c87-b541-3499280842a7": 1, "cd2f2aeb-278f-4d15-bdfd-94b33f02233e": 0, "d8c45070-1c88-45d2-a27e-8812cd2dd425": 1, "ddab5549-008a-4077-a8db-e0aa0efe5fbb": 0}
63	5000	19	556	549	0	0.994	2	1.0	11,8	0.5	2	1.0	19	8	12	1.0	0.0	0.0	1.0	0.0	0.0	{"03f69094-bca0-4a3e-a957-2864fa41fce5": 0, "0f739bf5-c3b6-4bf3-8d01-f7035e5c5758": 0, "13db6a4b-ccd0-49eb-9503-19174904ec3e": 0, "1cc13aff-1b26-4073-9f83-63bf00659a47": 1, "42c1925c-b279-4e5e-b998-484a64b4abf7": 1, "6dc8c108-2540-4ce7-8e65-d94904dac6e1": 0, "73a61d9d-9371-4ba4-9d3f-58ef7a264fb2": 1, "8a3f3d87-e656-43b5-bfef-e927868bf1f9": 1, "9cf1b09a-57e3-4e37-ac84-a65addbd5277": 0, "a6c2b904-93ae-4573-a00b-e53da0e6a954": 0, "b0b8dbb0-c873-4231-b061-86fa97d8222d": 0, "cbac3278-2ead-41e4-abc7-9c8be44f739e": 1, "cc0303a9-22db-4e7e-a84a-81a780e0a25e": 1, "db2a5c9c-5117-4082-9439-e11774032eb5": 1, "de9a2c5c-898d-45fa-8c66-a38468278efb": 1, "e604ce9c-f050-4c31-bfa0-c2f6385654ad": 1, "e8ad089e-652b-4a10-84ba-207cb898430f": 1, "ef412027-2b3d-4325-9cbd-67b87a429f6d": 0, "face45e9-db68-4272-8d5c-64cc0efe3d36": 1}
64	5000	27	293	253	0	0.991	2	1.0	17,10	0.8	1	0.0	26	10	16	1.0	0.0	0.0	0.508	0.0	1.0	{"030fb154-5884-4918-b247-5c6b0db209d5": 0, "03f69094-bca0-4a3e-a957-2864fa41fce5": 1, "0a91390b-5931-4f53-9953-3c44ceb6a53e": 0, "1223a7c5-f633-4ca4-b80c-6f9be71a5626": 0, "1c686863-123c-4750-a7f2-8814a610a40c": 0, "37e45fb6-78a1-470c-9969-d9de73907025": 1, "4167f17d-48c5-4354-974d-2ce1d9503241": 0, "42c1925c-b279-4e5e-b998-484a64b4abf7": 0, "45ef9337-9864-4896-81f8-15d80f73e89c": 0, "466d4494-779d-4803-a75b-2544746fc10a": 0, "59698690-22d7-49e8-91b2-f0a7beeb91ef": 1, "5a9bd131-bef4-432f-9510-85e25af8a658": 1, "6dc8c108-2540-4ce7-8e65-d94904dac6e1": 1, "71a68376-785c-4e7d-b335-f099ad2f0f05": 1, "73a61d9d-9371-4ba4-9d3f-58ef7a264fb2": 0, "7e055d07-a4c6-467f-9ff3-57e6b41ee591": 0, "88b4031f-fc30-4d7d-8982-0f615a1d3637": 0, "8a3f3d87-e656-43b5-bfef-e927868bf1f9": 0, "903e0fee-3ff5-4e56-bd7b-9050a4665e5a": 0, "a3f2fe4f-cd7f-41d1-982d-716f16d3e74f": 0, "a49a2d79-b4ae-42bc-9e60-cb463b20538f": 0, "b0b8dbb0-c873-4231-b061-86fa97d8222d": 1, "cbac3278-2ead-41e4-abc7-9c8be44f739e": 0, "cc33b443-1a02-43e4-800f-6bc822064354": 1, "cd785feb-7a90-4cd1-8aeb-d7012356c918": 0, "d11fd952-3bc5-47fa-bfaf-820d1c662ff2": 1, "ea10b1ec-0ec9-4c60-9803-28dae07fb66c": 1}
65	5000	19	41	4	0	0.205	1	0.421	8,1,1,1,1,1,1,1,1,1,1,1	0.4	1	0.0	0	0	0	nan	nan	nan	nan	nan	nan	{"019d40ae-9b92-455f-8555-845fa598032e": 0, "0a3c770e-5a87-40a4-b734-449f472cca37": 1, "0ab56f49-71fc-484c-9b35-4d9e8843a122": 2, "128442dd-97a8-470f-b1f2-b378a9fa6658": 3, "271a3189-b95a-4330-b14e-9ca920661387": 4, "36084181-0d4a-4cc5-820f-4ffba20030a7": 5, "3e940bd8-c1ba-4cc0-b7c7-383affab88c0": 6, "67b78cf0-42af-42c5-8b95-6aa22e1baafc": 7, "731f3e0d-77e9-40f7-b1a5-958c65950b19": 4, "737c7b1a-cedf-495f-8a8c-f4ea059fdd43": 4, "7674450a-4c58-45d6-bc1f-003feb11801e": 8, "abfe21bf-9e28-4931-90fb-cc3040a33cf6": 9, "b6c8b4fa-d02f-4ca2-8192-c0d06dec9216": 4, "d89f9c6b-729a-4421-91f2-aa3807ff2a63": 4, "debf09d5-edf4-4b43-b14f-e49bc3b23b3b": 4, "e928a007-41b7-4f88-8e8a-86c19c7b16f7": 4, "efc5d9d5-b9c1-4cd8-973f-5f6518f447db": 10, "ff47b6cd-7fcc-4925-b874-76b40aa83ae6": 4, "ffd6b9fd-cf83-4eb4-b7ae-e3e4a26e3f5d": 11}
66	5000	29	333	321	0	0.985	2	1.0	15,14	1.0	2	-0.01	29	15	14	1.0	0.0	0.0	0.488	0.301	0.71	{"168b4bbb-1c9a-437f-9d9c-c5b62e9b2bc4": 0, "2216ad28-3b37-45ef-8516-4daa97d7b274": 1, "26621d32-43be-4d05-be0d-9977b52cd8af": 0, "2ef95d19-9039-4938-a65d-afdea24b2935": 1, "37c7b818-400e-49f0-bada-90d776adf2c2": 1, "3d2620e0-4879-4b8f-b16a-f3a22e46a6de": 0, "3e8816d6-4c60-4cf3-b9c7-690660a6c81f": 0, "3f15aeb5-39b4-472d-8be5-b7831fdc9579": 1, "41b1b28a-775a-4894-8593-514b8c1cab21": 1, "41eeb9a6-9bfa-4374-830f-60d2cb3cad15": 1, "441071ed-f33d-4841-ba71-e50e3af5e893": 1, "4fe3af4b-8d95-4f5a-b46b-c96a3d3ef6ae": 0, "598a86d5-a2f3-4c87-9c6c-3d772d17541e": 0, "7aee4526-8695-431e-86d9-67ed5e2ade40": 0, "840a04a1-ee6d-4fea-9e63-745cc45f9d2d": 0, "865779f1-4119-43ce-9332-ba8780007a19": 1, "8cdf2342-a457-4235-8c8d-6012e52b1d7d": 1, "9fe9b7e1-d357-40ba-a257-1e36aa8961b3": 0, "a391bda8-2b64-4eaa-9f04-814ea3a690c2": 1, "a69d35c7-28a8-48f6-adb1-48fff4e3c333": 1, "ab8b1ba3-1b5a-492e-9045-ab60fb8e123b": 0, "ad84db93-9980-42db-82dc-256fb1202c8c": 1, "c550e921-cbe5-4f77-a30f-e9cd3cb275a4": 0, "c784f1b9-51d5-4a2e-b4b1-0e4829bf7f38": 1, "c8c69322-a9c8-4c5a-8814-cd8c17788610": 0, "dbbdfca4-35fa-4f36-9f87-c78475ee839a": 0, "e6319fe1-e497-431f-ab8b-e1b4a80d40de": 0, "f558ee9a-13f7-4005-aeba-18b5d620275d": 1, "f5f67773-8079-408e-aba2-a15759e3e286": 1}
67	5000	26	329	321	0	0.911	2	0.962	16,9,1	0.8	1	0.0	25	10	17	1.0	0.0	0.0	0.52	0.0	1.0	{"2ca590da-9c2c-4c11-8406-4f1fbf1e7c4c": 0, "30736858-c848-429a-b814-ee3cfc15b011": 0, "40336ae0-4d64-4825-819f-d1e1141ff515": 0, "4bff3e8d-3091-4dca-b229-2d585a976a17": 0, "4f30aa73-0890-4eba-b2b1-b8669ce3c44c": 1, "5865e41d-da50-402a-aebd-ff8196dedc84": 1, "5c5c8c21-1bec-4a27-a120-d4953ff1f920": 0, "609097f0-23d4-4cae-af48-f52a63f6d9db": 0, "63d18855-750f-486c-b6df-77186e2492f2": 1, "69d57ee5-15b6-49e1-ace4-00af490670d5": 0, "861e8b6b-30f2-4ef4-b715-5efb5e33ea39": 1, "8ce2c9a6-03a8-4e62-8010-db96e79ede1f": 0, "91cca2f0-0442-4569-9aba-553a38f57643": 1, "aa3f03ae-59cf-4fdf-ad42-14bbdc1a0667": 0, "af11c4f2-72a2-494d-9de2-8d7d2b94dae7": 1, "afdb8888-47ea-455d-8dec-03b27b60a43a": 0, "b07ee108-668f-49da-8ad6-bc57bdfdc9ae": 1, "b4b48bcb-4e98-4ab2-8cdf-0438620203ea": 0, "c7e4ab08-1446-4711-94e9-4304ae88f3d9": 0, "ce68c3d4-5581-4130-a6be-3e67f97385a5": 0, "db2b18a6-0aa1-4eb2-b7e9-15db8175df49": 1, "db781d31-3e20-4218-a9f0-0600b313feca": 1, "ea0da65b-f81b-412c-8871-3e07554cbf4c": 0, "ebe965ea-8578-40ae-bdeb-c5aa6810978c": 2, "f0026200-aa34-4085-888a-ac26c2b3b5eb": 0, "f5462f58-2de6-4979-8ede-16e7f0ce3d6b": 0}
68	5000	29	322	292	0	0.99	2	1.0	15,14	1.0	2	1.0	28	14	15	1.0	0.0	0.0	1.0	0.0	0.0	{"0c77cef3-2cbb-4ee4-b556-0a13e4a2ced2": 0, "2ccb6a6d-afab-4554-9663-77e9c531fad5": 1, "2e65b261-25e2-4c81-a20a-ed06b4cd2490": 1, "30b841ce-8652-4277-8df3-c4e3d419f517": 1, "38b7a030-25e9-404d-a31f-bd6a4790e545": 0, "39041a03-b005-4336-81e4-830d47c2fa38": 0, "3e37fabb-9ec1-4062-9ff3-5f4c78a16ace": 1, "41928118-9289-4b46-9852-dae899629a45": 1, "441dca8c-016a-4635-81e1-27bac7a53dd5": 1, "48835d39-990a-4636-811d-a1a6134abcc5": 0, "49b88d1d-712d-4434-912e-377d9644528f": 1, "49fd1051-0bcb-4115-ac54-01e639160e10": 0, "53f1188f-9923-4f8a-be9e-e1de7c277e00": 0, "54e97b46-548a-44eb-885b-434572580684": 0, "58bd9987-9a8e-49a4-b3d2-3c121d1bae9b": 0, "70fab0d6-4aa0-4aee-b7cc-f1d6e9c80938": 0, "7bb13b8b-5974-4a8e-8b5e-d8336526980f": 1, "7de57e2b-9442-4ede-aa5c-080694259bce": 1, "8564c6ff-9b3b-495c-87ff-8babc69916f5": 0, "98bb94c9-20ac-4711-869e-d3c6c1897360": 1, "a3506a3d-1c22-4c6f-8803-8bb35efa0c6b": 0, "a47517f6-3415-4c22-804f-6fa82f3dadef": 1, "c0b1f276-c57c-4387-adaa-540fc2d99a74": 0, "c3cbdb8a-8f35-46cf-a0b6-d79a1344228e": 0, "c4e3fc9a-fdf6-4ea3-acba-83b0d52f9c01": 1, "cf85748e-23d8-44b5-924e-94ffc72d77ef": 1, "d32e32d0-e125-4343-8030-98105bb8307b": 1, "e0348219-02b4-4754-bf54-534d31b9e188": 0, "f5178d9c-f7da-4cca-b813-c1e0b33d2dac": 0}
69	5000	29	606	598	0	0.968	2	1.0	16,13	4.9	2	0.507	25	11	17	1.0	0.0	0.0	0.847	0.158	0.149	{"15d43bdf-5245-48ca-8857-1159fecc3151": 0, "19e246eb-d903-4e27-a4bb-90f2e5566fd6": 0, "29b39a47-ec04-47e0-8708-5d9d20755816": 0, "333a3ceb-dc4a-4918-8db9-8b99be90db47": 1, "36ab15f7-6be9-4ef0-99c2-3ce252d27b40": 1, "39041a03-b005-4336-81e4-830d47c2fa38": 0, "3e37fabb-9ec1-4062-9ff3-5f4c78a16ace": 1, "40b7d9c6-575a-438f-ab01-8c87033dd19d": 0, "41928118-9289-4b46-9852-dae899629a45": 1, "435a6823-e8bb-4574-b4da-68fe2e04cb51": 1, "5253dd91-dd8a-486b-b90f-1f6214f39412": 1, "54e97b46-548a-44eb-885b-434572580684": 0, "6e79b107-b9f8-4514-8fed-f30791eb3f9b": 0, "70fab0d6-4aa0-4aee-b7cc-f1d6e9c80938": 0, "7bb13b8b-5974-4a8e-8b5e-d8336526980f": 1, "8564c6ff-9b3b-495c-87ff-8babc69916f5": 0, "98bb94c9-20ac-4711-869e-d3c6c1897360": 1, "aa2950cc-4955-4d92-ab04-c76198bbc947": 0, "ac671239-3a6d-4345-a02d-b34f5f937f58": 1, "ba751ffb-bdee-489c-abe1-acf85c95cc33": 0, "c3cbdb8a-8f35-46cf-a0b6-d79a1344228e": 0, "c4e3fc9a-fdf6-4ea3-acba-83b0d52f9c01": 1, "ccdc49ca-8d86-4b08-b2e4-bf55bfc0ea8a": 1, "cd91ec86-dbf8-4e84-a49c-46ad13c1811a": 0, "cf85748e-23d8-44b5-924e-94ffc72d77ef": 1, "d32e32d0-e125-4343-8030-98105bb8307b": 1, "e0348219-02b4-4754-bf54-534d31b9e188": 0, "e36ddc15-13fd-47fc-a03d-849066d3e28f": 0, "e38ebf07-c286-4239-8c02-5e6d052fac7f": 0}
70	5000	23	820	811	0	0.984	2	1.0	16,7	0.6	2	0.825	22	15	8	1.0	0.0	0.0	0.909	0.111	0.067	{"0915df3c-d5d3-458c-a63a-49e10483c146": 0, "0bd2f64c-45f5-4e75-96e2-f3bc9c8f12cf": 1, "11a2855b-6a5d-4cc2-bcd6-1ff158924128": 1, "2ee2eaba-4828-4fae-9113-27dea7576dee": 0, "31f59ef9-780e-4b9a-85c5-1dbc1bd38aaf": 1, "3efacc6a-a530-481d-9203-56b557511aac": 1, "4a36adc1-101d-490a-896e-ed6d0dfa481c": 1, "4be3f2e8-8325-41a9-b22f-6f7e8fa17443": 1, "6581097f-ddf1-4df1-a490-5bdc4599d597": 0, "808f932b-602c-4e10-b140-43338b00d41b": 0, "810247d6-d0e1-4249-8ded-73dfabf60193": 1, "84e161fa-3932-40ce-8a38-aaaab2f0461c": 1, "9696eabf-e700-40ee-827b-d73d2da7c59d": 1, "9a07f25e-36c9-4ce6-8fdf-5229fc8adc8a": 0, "a61f0f50-a8d8-4b3e-a455-0051d3213a21": 1, "ab803a11-1a4b-45a0-a53e-d4b160e7212c": 0, "aed6738a-ae47-4945-a94b-f2eb9169ab04": 1, "b62a77b1-cec3-4faa-9deb-c71a6ff03c71": 1, "bf216ab6-e6c5-4a04-bb2c-963b6cbe0216": 1, "c7b11e61-afb8-4f6f-8a0f-c64085bedcb2": 1, "d97e703c-8de3-4b07-8cf2-83029d57dca4": 1, "e1b36888-2f22-41a0-b8d1-d362044db5fd": 1, "f578e5e9-b201-42c4-a94e-efd661f6efc9": 0}
71	5000	31	429	380	0	0.978	2	1.0	17,14	1.6	2	0.751	30	18	15	1.0	0.0	0.0	0.933	0.056	0.077	{"10a88a2b-ea0b-49fe-b4e3-4c0bbb9b1b4a": 0, "13ee1835-68cc-46df-8ea3-51a3a1329ac9": 1, "1757f97e-987e-412a-aa36-02a6ba985582": 1, "1d34b258-4a93-4134-9110-621e0f4926fe": 0, "21da332c-4fde-4b48-a553-124ea7199420": 1, "245ff62d-1569-4bbd-bc98-dfc642ec5d37": 0, "353d78f9-de75-456d-867b-2c0d28339d9c": 1, "45573878-fdaf-4c50-8519-282e149f74b1": 1, "4fb3d7b1-3adf-4627-ad60-2b92db949a29": 0, "55db12dc-629d-4e90-82de-d0382e0471bb": 0, "5659104f-6730-4c2e-9055-e7419101802d": 0, "6689abe2-2866-4891-bc3d-9337830c8c9a": 0, "7028d923-5501-4feb-9c16-1f3d7a2ec4ee": 1, "76e66f2b-e620-44c6-a781-433e3811048e": 1, "7dc2364d-00c9-4ecc-ad50-31095cd8d777": 1, "8a36d3b4-cf17-49a4-8f59-242f445e87c2": 1, "a8af683d-efad-4f2e-88d6-ffd448a90af4": 1, "a9c95132-75a5-40c6-8bd9-7f11adb411fd": 0, "c04e1fd6-447a-4cc7-8717-cceddffad052": 0, "cd518a6a-7641-4c5e-a08f-d90d53e273c0": 1, "d4c38693-ac5d-4abd-a3e4-904fe3a3aca3": 0, "e106c17d-463c-4a23-8957-782d7b279128": 0, "e1f90ac8-b1af-48b8-9664-fa210e803b03": 0, "e2dea75b-e67b-4f81-8edc-42bf486ea951": 0, "e42bf5bc-f45f-45dd-97ce-020023a90d7e": 0, "e67a063c-62cd-4ca8-a054-4484014de0aa": 1, "e7d2baa5-06b3-457f-8d03-0ac20589d516": 1, "ed5bd3d1-9179-430a-a908-f6813749f9dc": 1, "edc6be92-3b39-4926-bd9d-b670bd0bab65": 1, "ee69995d-86d3-4393-9188-e751212fc19a": 1, "f3b2c54e-5ff7-4f54-8e11-3a27531a3620": 1}
